market,status,ldate,litho,rprice,ncore,nthread,bfreq,tdp,memband,temp
Embedded,Launched,2014.25,32,11.77,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Embedded,Launched,2013.75,32,9.62,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Server,Launched,2012.75,32,,4,8,1.73 GHz,130 W,"",95 C
Server,Launched,2017.25,32,,8,16,2.66 GHz,170 W,"",95.0 C
Server,Launched,2016.75,14,,72,,1.50 GHz,260 W,115.2 GB/s,""
Server,End of Life,2013.25,22,,57,,1.10 GHz,300 W,240 GB/s,""
Server,End of Life,2013.25,22,,57,,1.10 GHz,300 W,240 GB/s,""
Server,End of Life,2011.5,32,,4,8,3.60 GHz,95 W,21 GB/s,56.7°C
Server,Launched,2017.5,14,192,4,8,1.60 GHz,35 W,"",""
Server,End of Life,2011,32,195,4,4,1.60 GHz,80 W,25.6 GB/s,""
Embedded,Launched,2012.25,,389,4,8,1.00 GHz,25 W,25.6 GB/s,100°C
Server,Launched,2013.25,22,203,4,4,3.10 GHz,80 W,25.6 GB/s,""
Embedded,Launched,2015.25,14,393,4,8,1.80 GHz,47 W,25.6 GB/s,105°C
Server,Launched,2015.75,14,203,4,4,3.00 GHz,80 W,34.1 GB/s,""
Server,Launched,2017,14,203,4,4,3.00 GHz,72 W,37.5 GB/s,""
Server,End of Life,2012,32,2061,8,16,2.90 GHz,135 W,51.2 GB/s,72.0 °C
Server,Launched,2013.5,22,2618,12,24,2.70 GHz,130 W,59.7 GB/s,86°C
Server,Launched,2013.5,22,2340,12,24,2.40 GHz,115 W,59.7 GB/s,81°C
Server,Launched,2016.25,14,297,4,8,3.50 GHz,140 W,76.8 GB/s,69°C
Server,Launched,2016.25,14,406,4,8,3.70 GHz,140 W,76.8 GB/s,69°C
Server,Launched,2016.25,14,621,6,12,3.60 GHz,140 W,76.8 GB/s,69°C
Server,Launched,2016.25,14,,8,16,3.20 GHz,140 W,76.8 GB/s,70°C
Server,Launched,2016.25,14,,8,16,3.40 GHz,140 W,76.8 GB/s,70°C
Server,Launched,2016,14,213,6,6,1.70 GHz,85 W,59.7 GB/s,73°C
Embedded,Launched,2016,14,363,8,16,1.60 GHz,50 W,59.7 GB/s,94°C
Server,Launched,2016,14,310,8,8,1.70 GHz,85 W,59.7 GB/s,74°C
Embedded,Launched,2016,14,779,10,20,2.20 GHz,75 W,68.3 GB/s,87°C
Server,Launched,2016,14,422,8,16,2.10 GHz,85 W,68.3 GB/s,74°C
Server,Launched,2016,14,444,4,8,2.60 GHz,85 W,68.3 GB/s,73°C
Embedded,Launched,2016,14,,12,24,1.90 GHz,75 W,68.3 GB/s,87°C
Server,Launched,2016,14,612,10,20,1.80 GHz,55 W,68.3 GB/s,62°C
Server,Launched,2016,14,671,10,20,2.20 GHz,85 W,68.3 GB/s,74°C
Server,Launched,2016,14,996,4,8,3.50 GHz,135 W,76.8 GB/s,75°C
Server,Launched,2016,14,939,10,20,2.40 GHz,90 W,68.3 GB/s,76°C
Server,Launched,2016,14,,6,12,3.40 GHz,135 W,76.8 GB/s,75°C
Embedded,Launched,2016,14,,14,28,1.80 GHz,75 W,76.8 GB/s,87°C
Server,Launched,2016,14,,14,28,1.70 GHz,65 W,76.8 GB/s,64°C
Server,Launched,2016,14,1171,12,24,2.20 GHz,105 W,76.8 GB/s,80°C
Server,Launched,2016,14,,14,28,2.00 GHz,105 W,76.8 GB/s,79°C
Server,Launched,2016,14,,8,16,3.20 GHz,135 W,76.8 GB/s,78°C
Embedded,Launched,2016,14,,14,28,2.30 GHz,105 W,76.8 GB/s,91°C
Server,Launched,2016,14,1749,14,28,2.40 GHz,120 W,76.8 GB/s,86°C
Server,Launched,2016,14,,16,32,2.10 GHz,120 W,76.8 GB/s,84°C
Server,Launched,2016,14,2145,12,24,3.00 GHz,160 W,76.8 GB/s,76°C
Server,Launched,2016,14,2094,14,28,2.60 GHz,135 W,76.8 GB/s,89°C
Server,Launched,2016,14,2428,18,36,2.10 GHz,120 W,76.8 GB/s,84°C
Server,Launched,2016,14,,16,32,2.60 GHz,145 W,76.8 GB/s,78°C
Server,Launched,2016,14,,18,36,2.30 GHz,145 W,76.8 GB/s,79°C
Server,Launched,2016,14,,20,40,2.20 GHz,135 W,76.8 GB/s,90°C
Embedded,Launched,,14,,22,44,2.20 GHz,145 W,76.8 GB/s,""
Server,Launched,2016,14,,22,44,2.20 GHz,145 W,76.8 GB/s,79°C
Server,Launched,,14,,22,44,2.40 GHz,145 W,76.8 GB/s,""
Server,Launched,2016.25,14,,10,20,1.80 GHz,105 W,68 GB/s,79
Server,Launched,2016.25,14,,10,20,2.10 GHz,105 W,68 GB/s,79
Server,Launched,2016.25,14,,10,10,2.60 GHz,135 W,68 GB/s,82
Embedded,Launched,2016.25,14,,14,28,1.80 GHz,75 W,68 GB/s,87
Server,Launched,2016.25,14,,12,24,2.10 GHz,105 W,68 GB/s,80
Server,Launched,2016.25,14,,14,28,2.20 GHz,105 W,68 GB/s,80
Server,Launched,2016.25,14,,8,16,2.50 GHz,135 W,68 GB/s,82
Server,Launched,2016.25,14,,16,32,2.20 GHz,120 W,68 GB/s,83
Server,Launched,2016.25,14,,18,36,2.20 GHz,135 W,68 GB/s,87
Server,Launched,2016.25,14,,22,44,2.20 GHz,135 W,68 GB/s,90
Server,Launched,2014.5,22,217,6,6,1.60 GHz,85 W,51 GB/s,72.8°C
Embedded,Launched,2014.5,22,441,6,12,2.00 GHz,52 W,59 GB/s,88.84°C
Server,Launched,2014.5,22,306,6,6,1.90 GHz,85 W,51 GB/s,70.9°C
Embedded,Launched,2014.5,22,779,8,16,2.30 GHz,75 W,59 GB/s,87.025°C
Server,Launched,2014.5,22,422,6,12,2.40 GHz,85 W,59 GB/s,72.6°C
Server,Launched,2014.5,22,444,4,8,3.00 GHz,105 W,59 GB/s,80.2°C
Embedded,Launched,2014.5,22,,10,20,2.00 GHz,75 W,59 GB/s,87.025°C
Server,Launched,2014.5,22,671,8,16,2.40 GHz,85 W,59 GB/s,72.1°C
Server,Launched,2014.5,22,612,8,16,1.80 GHz,55 W,59 GB/s,60.4°C
Server,Launched,2014.5,22,996,4,8,3.50 GHz,135 W,68 GB/s,76.6°C
Server,Launched,2014.5,22,944,8,16,2.60 GHz,90 W,59 GB/s,74.3°C
Server,Launched,2014.5,22,,6,12,3.40 GHz,135 W,68 GB/s,77.3°C
Server,Launched,2014.5,22,1171,10,20,2.30 GHz,105 W,68 GB/s,78.9°C
Embedded,Launched,2014.5,22,,12,24,1.80 GHz,75 W,68 GB/s,87.025°C
Server,Launched,2014.5,22,,12,24,1.80 GHz,65 W,68 GB/s,63.6°C
Embedded,Launched,2014.5,22,,12,24,2.20 GHz,105 W,68 GB/s,86.95
Embedded,Launched,2015,22,,12,24,2.20 GHz,105 W,68 GB/s,91
Server,Launched,2014.5,22,1449,10,20,2.60 GHz,105 W,68 GB/s,79°C
Server,Launched,2014.5,22,,8,16,3.20 GHz,135 W,68 GB/s,77.8°C
Server,Launched,2014.5,22,1593,12,24,2.30 GHz,120 W,68 GB/s,84.5°C
Server,Launched,2014.5,22,1749,12,24,2.50 GHz,120 W,68 GB/s,84.5°C
Server,Launched,2014.5,22,,14,28,2.00 GHz,120 W,68 GB/s,82.5°C
Server,Launched,2015.25,22,,10,20,1.70 GHz,105 W,68 GB/s,77.6°C
Server,Launched,2015.25,22,,10,20,2.00 GHz,105 W,68 GB/s,77.7°C
Server,Launched,2014.5,22,2145,10,20,3.10 GHz,160 W,68 GB/s,74.7°C
Server,Launched,2015.25,22,,10,10,2.60 GHz,135 W,68 GB/s,86.4°C
Server,Launched,2014.5,22,2094,12,24,2.60 GHz,135 W,68 GB/s,89.9°C
Server,Launched,2015.25,22,,12,24,1.90 GHz,105 W,68 GB/s,77.6°C
Server,Launched,2014.5,22,,8,16,3.20 GHz,140 W,68 GB/s,66.26°C
Server,Launched,2014.5,22,2428,14,28,2.30 GHz,120 W,68 GB/s,82.6°C
Embedded,Launched,2015.25,22,,12,24,1.70 GHz,105 W,68 GB/s,87°C
Server,Launched,2014.5,22,,8,16,3.00 GHz,140 W,68 GB/s,65.9°C
Server,Launched,2015.25,22,,12,24,2.10 GHz,105 W,68 GB/s,77.6°C
Server,Launched,2014.5,22,586,6,12,3.50 GHz,140 W,68 GB/s,66.7°C
Server,Launched,2014.5,22,2706,14,28,2.60 GHz,145 W,68 GB/s,76.7°C
Server,Launched,2015.25,22,,6,12,2.90 GHz,135 W,68 GB/s,84.4°C
Embedded,Launched,2015,22,256,4,8,1.80 GHz,45 W,51.2 GB/s,92
Server,Launched,2014.5,22,372,4,8,3.70 GHz,140 W,68 GB/s,66.2°C
Server,Announced,2014.5,22,,16,32,2.30 GHz,135 W,68 GB/s,87.9°C
Server,Launched,2015.25,22,,14,28,2.10 GHz,120 W,68 GB/s,82.5°C
Embedded,Launched,2015,22,472,6,12,2.00 GHz,50 W,51.2 GB/s,93
Server,Launched,2014.5,22,297,4,8,3.50 GHz,140 W,68 GB/s,66.2°C
Server,Launched,2015.25,22,,16,32,2.00 GHz,135 W,68 GB/s,87.6°C
Embedded,Launched,2015,22,811,8,16,1.80 GHz,55 W,51.2 GB/s,93
Server,Launched,2015.25,22,,18,36,2.10 GHz,135 W,68 GB/s,87.6°C
Embedded,Launched,2015,22,,10,20,1.80 GHz,70 W,51.2 GB/s,83
Embedded,Launched,2015,22,608,8,16,2.00 GHz,65 W,51.2 GB/s,86
Server,Announced,2014.5,22,,18,36,2.30 GHz,145 W,68 GB/s,76.4°C
Server,Launched,2013.5,22,2061,10,20,3.00 GHz,130 W,59.7 GB/s,88°C
Server,Launched,2013.5,22,1727,10,20,2.80 GHz,115 W,59.7 GB/s,82°C
Server,Launched,2013.5,22,2112,8,16,3.40 GHz,150 W,59.7 GB/s,72°C
Server,Launched,2013.5,22,1556,10,20,2.50 GHz,115 W,59.7 GB/s,82°C
Server,Launched,2013.5,22,,8,16,3.30 GHz,130 W,59.7 GB/s,74°C
Server,Launched,2013.5,22,1393,10,20,2.20 GHz,95 W,59.7 GB/s,75°C
Server,Launched,2013.5,22,,10,20,1.70 GHz,70 W,51.2 GB/s,65°C
Embedded,Launched,2013.5,22,,10,20,2.40 GHz,95 W,59.7 GB/s,87°C
Server,Launched,2013.5,22,1171,8,16,2.60 GHz,95 W,59.7 GB/s,75°C
Server,Launched,2014,22,,10,20,2.40 GHz,95 W,38.4 GB/s,80°C
Embedded,Launched,2013.5,22,,10,20,1.90 GHz,70 W,59.7 GB/s,92°C
Server,Launched,2014,22,,10,20,1.70 GHz,60 W,38.4 GB/s,68°C
Server,Launched,2013.5,22,,6,12,3.50 GHz,130 W,59.7 GB/s,74°C
Server,Launched,2014,22,,8,16,2.50 GHz,95 W,38.4 GB/s,80°C
Server,Launched,2014,22,,12,24,2.40 GHz,115 W,59.7 GB/s,81°C
Embedded,Launched,2014,22,,10,20,1.80 GHz,70 W,38.4 GB/s,90.9°C
Server,Launched,2013.5,22,889,8,16,2.00 GHz,95 W,51.2 GB/s,75°C
Server,Launched,2013.5,22,996,4,8,3.50 GHz,130 W,59.7 GB/s,76°C
Server,Launched,2014,22,,10,20,2.40 GHz,95 W,59.7 GB/s,75°C
Server,Launched,2014,22,832,8,16,1.90 GHz,95 W,38.4 GB/s,80°C
Server,Launched,2013.5,22,612,6,12,2.40 GHz,60 W,51.2 GB/s,63°C
Server,Launched,2014,22,612,6,12,2.40 GHz,60 W,38.4 GB/s,69°C
Server,Launched,2014,22,,10,20,2.20 GHz,95 W,59.7 GB/s,75°C
Server,Launched,2013.5,22,616,6,12,2.60 GHz,80 W,51.2 GB/s,71°C
Server,Launched,2014,22,551,6,12,2.50 GHz,80 W,38.4 GB/s,76°C
Server,Launched,2014,22,,8,8,3.30 GHz,130 W,59.7 GB/s,88°C
Embedded,Launched,2014,22,,10,20,1.90 GHz,70 W,59.7 GB/s,92°C
Embedded,Launched,2013.5,22,,8,16,1.90 GHz,70 W,51.2 GB/s,92°C
Embedded,Launched,2014,22,,8,16,1.80 GHz,60 W,38.4 GB/s,89.2°C
Server,Launched,2013.5,22,410,6,12,2.10 GHz,80 W,51.2 GB/s,71°C
Server,Launched,2014,22,406,6,12,2.20 GHz,80 W,38.4 GB/s,76°C
Server,Launched,2013.5,22,1083,6,12,3.70 GHz,130 W,59.7 GB/s,70°C
Server,Launched,2014,22,,8,16,2.60 GHz,95 W,51.2 GB/s,75°C
Embedded,Launched,2013.5,22,632,6,12,2.00 GHz,50 W,42.6 GB/s,93°C
Embedded,Launched,2014,22,607,6,12,2.00 GHz,50 W,32 GB/s,79.1°C
Server,Launched,2013.5,22,583,6,12,3.50 GHz,130 W,59.7 GB/s,70°C
Server,Launched,2014,22,,8,16,2.30 GHz,95 W,51.2 GB/s,75°C
Server,Launched,2014,22,885,6,12,2.60 GHz,95 W,42.6 GB/s,77°C
Server,Launched,2013.5,22,299,4,4,2.50 GHz,80 W,42.6 GB/s,71°C
Server,Launched,2014,22,250,4,4,2.40 GHz,80 W,32 GB/s,76°C
Server,Launched,2013.5,22,294,4,8,3.70 GHz,130 W,59.7 GB/s,70°C
Embedded,Launched,2014,22,494,6,12,2.20 GHz,60 W,38.4 GB/s,80°C
Server,Launched,2013.5,22,202,4,4,1.80 GHz,80 W,42.6 GB/s,71°C
Server,Launched,2014,22,192,4,4,1.80 GHz,80 W,32 GB/s,76°C
Server,Launched,2014,22,551,4,8,2.20 GHz,95 W,42.6 GB/s,77°C
Server,End of Life,2012,32,1890,8,16,3.10 GHz,150 W,51.2 GB/s,67°C
Server,End of Life,2012,32,1727,8,16,2.70 GHz,130 W,51.2 GB/s,85°C
Server,End of Life,2012,32,1556,8,16,2.60 GHz,115 W,51.2 GB/s,80.0°C
Server,End of Life,2012,32,,6,12,2.90 GHz,130 W,51.2 GB/s,85.0°C
Server,End of Life,2012,32,1444,8,16,2.40 GHz,115 W,51.2 GB/s,81.8°C
Server,End of Life,2012,32,1333,8,16,2.20 GHz,95 W,51.2 GB/s,73 °C
Embedded,Launched,2012,32,,8,16,2.10 GHz,95 W,51.2 GB/s,88°C
Server,End of Life,2012,32,1112,8,16,2.00 GHz,95 W,51.2 GB/s,77.4°C
Embedded,Launched,2012,32,,8,16,1.80 GHz,70 W,"",""
Server,End of Life,2012,32,,8,16,1.80 GHz,70 W,51.2 GB/s,72.0°C
Server,End of Life,2012,32,885,4,8,3.30 GHz,130 W,51.2 GB/s,73°C
Server,End of Life,2012.25,32,1444,8,16,2.30 GHz,95 W,38.4 GB/s,78
Server,End of Life,2012.25,32,,8,16,1.80 GHz,70 W,38.4 GB/s,""
Server,End of Life,2012,32,889,6,12,2.50 GHz,95 W,42.6 GB/s,73 °C
Server,End of Life,2012.25,32,1112,8,16,2.10 GHz,95 W,38.4 GB/s,""
Server,End of Life,2012,32,885,2,4,3.00 GHz,80 W,51.2 GB/s,70.0°C
Embedded,Launched,2012.25,32,,8,16,1.80 GHz,70 W,"",91°C
Server,End of Life,2012.25,32,3620,8,16,2.60 GHz,115 W,51.2 GB/s,""
Server,End of Life,2012,32,662,6,12,2.00 GHz,60 W,42.6 GB/s,69.8°C
Server,End of Life,2012.25,32,3620,8,16,2.70 GHz,130 W,51.2 GB/s,""
Server,End of Life,2012.25,32,837,6,12,2.40 GHz,95 W,32 GB/s,""
Server,End of Life,2012,32,616,6,12,2.30 GHz,95 W,42.6 GB/s,77.4°C
Server,End of Life,2012,32,1083,6,12,3.30 GHz,130 W,51.2 GB/s,64°C
Server,End of Life,2012.25,32,662,6,12,2.00 GHz,60 W,32 GB/s,""
Server,End of Life,2012.25,32,554,6,12,2.20 GHz,95 W,32 GB/s,""
Server,End of Life,2012.25,32,2730,8,16,2.40 GHz,95 W,51.2 GB/s,""
Embedded,Launched,2012.25,32,692,6,12,1.80 GHz,60 W,"",89°C
Server,End of Life,2012.25,32,1616,8,16,2.20 GHz,95 W,42.6 GB/s,""
Server,End of Life,2012,32,583,6,12,3.20 GHz,130 W,51.2 GB/s,64.0°C
Server,Launched,2012,32,410,6,12,2.00 GHz,95 W,42.6 GB/s,77.4°C
Server,End of Life,2012.25,32,391,6,12,1.90 GHz,95 W,32 GB/s,""
Server,End of Life,2012.25,32,,6,6,2.90 GHz,130 W,51.2 GB/s,""
Embedded,Launched,2012.25,32,428,4,8,2.00 GHz,50 W,"",91°C
Server,End of Life,2012.25,32,480,6,12,1.80 GHz,60 W,32 GB/s,""
Server,End of Life,2012,32,294,4,8,3.60 GHz,130 W,51.2 GB/s,64.0 °C
Server,End of Life,2012,32,299,4,4,2.40 GHz,80 W,34.1 GB/s,70.0°C
Server,End of Life,2012.25,32,1223,6,12,2.40 GHz,95 W,42.6 GB/s,""
Server,End of Life,2012.25,32,251,4,4,2.20 GHz,80 W,25 GB/s,""
Server,End of Life,2012.25,32,889,6,12,2.20 GHz,95 W,34.1 GB/s,""
Server,End of Life,2012.25,32,195,4,4,1.80 GHz,80 W,25 GB/s,""
Server,End of Life,2012.25,32,555,4,8,2.00 GHz,95 W,34.1 GB/s,""
Server,End of Life,2012,32,207,4,4,1.80 GHz,80 W,34.1 GB/s,70.0°C
Server,Launched,2017,14,224,4,4,3.30 GHz,73 W,37.5 GB/s,""
Server,Launched,2017,14,261,4,8,3.50 GHz,72 W,37.5 GB/s,""
Server,Launched,2017,14,282,4,8,3.70 GHz,72 W,37.5 GB/s,""
Server,Launched,2017,14,294,4,8,3.70 GHz,73 W,37.5 GB/s,""
Server,Launched,2017,14,339,4,8,3.80 GHz,72 W,37.5 GB/s,""
Server,Launched,2017,14,339,4,8,3.80 GHz,73 W,37.5 GB/s,""
Server,Launched,2017,14,383,4,8,3.90 GHz,72 W,37.5 GB/s,""
Server,Launched,2017.5,14,450,4,8,4.10 GHz,79 W,37.5 GB/s,""
Embedded,Launched,2017.25,14,,4,4,2.10 GHz,25 W,34.1 GB/s,100°C
Embedded,Launched,2017.25,14,,4,4,2.90 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,2017,14,433,4,8,2.20 GHz,25 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,434,4,8,3.00 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,623,4,8,3.10 GHz,45 W,34.1 GB/s,100°C
Server,Launched,2015.75,14,224,4,4,3.30 GHz,80 W,34.1 GB/s,""
Server,Launched,2015.75,14,261,4,8,3.40 GHz,80 W,34.1 GB/s,""
Server,Launched,2015.75,14,282,4,8,3.50 GHz,80 W,34.1 GB/s,""
Server,Launched,2015.75,14,250,4,4,2.00 GHz,25 W,34.1 GB/s,""
Server,Launched,2015.75,14,278,4,8,2.10 GHz,25 W,34.1 GB/s,""
Server,Launched,2015.75,14,294,4,8,3.50 GHz,80 W,34.1 GB/s,""
Server,Launched,2015.75,14,294,4,8,2.90 GHz,45 W,34.1 GB/s,""
Embedded,Launched,2015.75,14,377,4,8,2.40 GHz,35 W,34.1 GB/s,""
Server,Launched,2015.75,14,339,4,8,3.60 GHz,80 W,34.1 GB/s,""
Server,Launched,2015.75,14,350,4,8,3.60 GHz,80 W,34.1 GB/s,""
Server,Launched,2015.75,14,612,4,8,3.70 GHz,80 W,34.1 GB/s,""
Mobile,Launched,2015.5,14,434,4,8,2.80 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,2015.75,14,433,4,8,2.00 GHz,25 W,34.1 GB/s,100°C
Mobile,Launched,2016,14,489,4,8,2.80 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,2015.5,14,623,4,8,2.90 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,2016,14,679,4,8,2.90 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,2016.25,14,396,4,8,1.90 GHz,45 W,"",100
Server,Launched,2016.25,14,417,4,8,2.50 GHz,35 W,"",".,100"
Mobile,Launched,2016,14,,4,8,3.00 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,2016.25,14,449,4,8,2.00 GHz,45 W,"",100
Server,Launched,2016.25,14,445,4,8,3.00 GHz,45 W,"",".,100"
Server,Launched,2016.25,14,556,4,8,3.50 GHz,65 W,"",".,100"
Server,Launched,2015.25,14,417,4,8,2.30 GHz,35 W,29.8 GB/s,""
Embedded,Launched,2015.25,14,449,4,8,2.00 GHz,47 W,25.6 GB/s,105°C
Server,Launched,2015.25,14,556,4,8,3.50 GHz,95 W,29.8 GB/s,""
Server,Launched,2015.25,14,445,4,8,3.40 GHz,65 W,29.8 GB/s,""
Server,Launched,2013.5,22,,2,4,1.10 GHz,13 W,25.6 GB/s,""
Server,Launched,2014.25,22,224,4,4,3.30 GHz,84 W,25.6 GB/s,""
Server,Launched,2013.25,22,224,4,4,3.20 GHz,84 W,25.6 GB/s,""
Server,End of Life,2013.25,22,250,4,8,3.30 GHz,80 W,25.6 GB/s,""
Server,Launched,2013.25,22,250,4,8,1.80 GHz,25 W,25.6 GB/s,""
Server,Launched,2014.25,22,250,4,8,3.40 GHz,80 W,25.6 GB/s,""
Server,End of Life,2013.25,22,273,4,8,3.40 GHz,80 W,25.6 GB/s,""
Server,Launched,2014.25,22,278,4,8,2.00 GHz,25 W,25.6 GB/s,""
Server,Launched,2014.25,22,273,4,8,3.50 GHz,80 W,25.6 GB/s,""
Server,End of Life,2013.25,22,287,4,8,3.40 GHz,84 W,25.6 GB/s,""
Server,Launched,2014.25,22,287,4,8,3.50 GHz,84 W,25.6 GB/s,""
Server,End of Life,2013.25,22,350,4,8,3.50 GHz,84 W,25.6 GB/s,""
Server,Launched,2013.25,22,294,4,8,2.50 GHz,45 W,25.6 GB/s,""
Server,Launched,2014.25,22,339,4,8,3.60 GHz,80 W,25.6 GB/s,""
Embedded,Launched,2013.25,22,377,4,8,2.30 GHz,45 W,25.6 GB/s,""
Server,End of Life,2013.25,22,339,4,8,3.50 GHz,80 W,25.6 GB/s,""
Server,Launched,2014.25,22,328,4,8,2.70 GHz,45 W,25.6 GB/s,""
Server,End of Life,2013.25,22,612,4,8,3.60 GHz,82 W,25.6 GB/s,""
Server,Launched,2014.25,22,350,4,8,3.60 GHz,84 W,25.6 GB/s,""
Server,Launched,2014.25,22,612,4,8,3.70 GHz,82 W,25.6 GB/s,""
Server,End of Life,2013.25,22,662,4,8,3.60 GHz,84 W,25.6 GB/s,""
Server,End of Life,2013.25,22,,4,8,3.10 GHz,65 W,25.6 GB/s,""
Server,End of Life,2014.25,22,662,4,8,3.70 GHz,84 W,25.6 GB/s,""
Server,End of Life,2014.25,22,774,4,8,3.20 GHz,65 W,25.6 GB/s,""
Embedded,Launched,2013.5,22,389,4,8,1.80 GHz,25 W,25.6 GB/s,100°C
Embedded,Launched,2013.5,22,545,4,8,2.50 GHz,40 W,25.6 GB/s,100°C
Server,End of Life,2012.25,22,189,2,4,2.30 GHz,17 W,25.6 GB/s,""
Server,End of Life,2012.25,22,203,4,4,3.10 GHz,69 W,25.6 GB/s,""
Server,Launched,2012.25,22,224,4,4,3.20 GHz,77 W,25.6 GB/s,""
Server,End of Life,2012.25,22,230,4,8,3.30 GHz,69 W,25.6 GB/s,65.8°C
Server,End of Life,2012.25,22,261,4,8,3.40 GHz,69 W,25.6 GB/s,""
Server,End of Life,2012.25,22,273,4,8,3.40 GHz,77 W,25.6 GB/s,""
Server,End of Life,2012.25,22,305,4,8,2.50 GHz,45 W,"",""
Server,End of Life,2012.25,22,339,4,8,3.50 GHz,69 W,25.6 GB/s,""
Server,End of Life,2012.25,22,623,4,8,3.60 GHz,69 W,25.6 GB/s,""
Server,Launched,2012.25,22,350,4,8,3.50 GHz,77 W,25.6 GB/s,""
Server,End of Life,2012.25,22,,4,8,3.70 GHz,87 W,25.6 GB/s,""
Embedded,Launched,2012.25,,519,4,8,2.00 GHz,40 W,25.6 GB/s,100°C
Server,End of Life,2011.25,32,203,4,4,3.10 GHz,80 W,21 GB/s,69.1°C
Server,End of Life,2011.25,32,189,2,4,2.20 GHz,20 W,21 GB/s,77.5°C
Server,End of Life,2011.25,32,209,4,4,3.10 GHz,95 W,21 GB/s,72.6°C
Server,End of Life,2011.25,32,230,4,8,3.20 GHz,80 W,21 GB/s,69.1°C
Server,End of Life,2011.25,32,261,4,8,3.30 GHz,80 W,21 GB/s,69.1°C
Server,End of Life,2011.25,32,250,4,8,3.20 GHz,95 W,21 GB/s,72.6°C
Server,End of Life,2011.25,32,273,4,8,3.30 GHz,95 W,21 GB/s,72.6°C
Server,End of Life,2011.25,32,294,4,8,2.40 GHz,45 W,21 GB/s,58.6°C
Server,End of Life,2011.25,32,350,4,8,3.40 GHz,95 W,21 GB/s,72.6°C
Server,End of Life,2011.25,32,339,4,8,3.40 GHz,80 W,21 GB/s,69.1°C
Server,End of Life,2011.25,32,623,4,8,3.50 GHz,95 W,21 GB/s,73.6°C
Server,Launched,2015.75,14,234,4,8,2.20 GHz,35 W,"",""
Server,Launched,2015,14,199,4,8,2.20 GHz,45 W,"",80°C
Server,Launched,2015.75,14,199,4,8,2.40 GHz,45 W,"",""
Server,Launched,2017.5,14,256,4,8,2.00 GHz,45 W,"",""
Server,Launched,2015.75,14,259,4,8,2.20 GHz,35 W,"",""
Server,Launched,2015.75,14,389,6,12,1.90 GHz,35 W,"",""
Server,Launched,2016.25,14,324,4,8,1.30 GHz,20 W,"",""
Server,Launched,2015.75,14,348,6,12,2.20 GHz,45 W,"",""
Server,Launched,2017.5,14,470,6,12,2.10 GHz,45 W,"",""
Server,Launched,2015.75,14,571,8,16,1.70 GHz,35 W,"",""
Server,Launched,2016.25,14,590,8,16,1.60 GHz,35 W,"",""
Server,Launched,2015,14,581,8,16,2.00 GHz,45 W,"",80°C
Server,Launched,2015.75,14,581,8,16,2.10 GHz,45 W,"",""
Server,Launched,2017.5,14,652,8,16,1.90 GHz,45 W,"",""
Server,Launched,2015.75,14,675,8,16,2.00 GHz,45 W,"",""
Server,Launched,2016.25,14,883,12,24,1.50 GHz,45 W,"",""
Server,Launched,2016,14,844,12,24,1.50 GHz,45 W,"",""
Server,Launched,2016,14,,12,24,2.10 GHz,65 W,"",""
Server,Launched,2017.5,14,855,8,16,2.30 GHz,65 W,"",""
Server,Launched,2016,14,,16,32,1.30 GHz,45 W,"",""
Server,Launched,2016,14,,16,32,1.30 GHz,45 W,"",""
Server,End of Life,2011,32,227,4,4,2.13 GHz,80 W,25.6 GB/s,""
Server,End of Life,2003.5,130,,1,,2.40 GHz,40 W,"",81°C
Server,End of Life,2004.25,90,,1,,2.80 GHz,55 W,"",86°C
Server,Launched,2011,32,279,4,4,2.26 GHz,80 W,25.6 GB/s,""
Server,End of Life,2002.5,130,,1,,1.60 GHz,30 W,"",81°C
Server,Launched,2010,32,391,4,8,2.40 GHz,80 W,25.6 GB/s,77.6°C
Server,End of Interactive Support,,130,,1,,3.00 GHz,85 W,"",73°C
Server,End of Life,2010,32,554,4,8,2.53 GHz,80 W,25.6 GB/s,77.6°C
Server,End of Interactive Support,,130,,1,,3.00 GHz,85 W,"",71°C
Server,Launched,,90,,1,,3.80 GHz,110 W,"",73°C
Server,End of Life,2010,32,777,4,8,2.66 GHz,80 W,25.6 GB/s,77.6°C
Server,End of Interactive Support,,130,,1,,2.80 GHz,74 W,"",C1=70°C; D1=75°C
Server,Launched,,90,,1,,3.80 GHz,110 W,"",73°C
Server,Launched,2010,32,554,6,12,2.40 GHz,80 W,32 GB/s,76.2°C
Server,End of Interactive Support,,130,,1,,2.80 GHz,72 W,"",69°C
Server,Launched,2011,32,777,6,12,2.53 GHz,80 W,32 GB/s,76.2°C
Server,End of Interactive Support,,130,,1,,2.70 GHz,80 W,"",70°C
Server,Launched,,90,,1,,3.60 GHz,110 W,"",73°C
Server,End of Life,2010,32,440,4,4,1.86 GHz,40 W,25.6 GB/s,63.1°C
