market,status,ldate,litho,rprice,ncore,nthread,bfreq,tdp,memband,temp
Desktop,End of Interactive Support,,,,1,,133 MHz,"","",""
Desktop,End of Interactive Support,,,,1,,120 MHz,"","",""
Desktop,End of Interactive Support,,,,1,,100 MHz,"","",""
Desktop,End of Interactive Support,,,,1,,166 MHz,35 W,"",85°C
Desktop,End of Interactive Support,,,,1,,150 MHz,31.7 W,"",85°C
Desktop,End of Interactive Support,,,,1,,350 MHz,21.5 W,"",80°C
Desktop,End of Interactive Support,,,,1,,233 MHz,34.8 W,"",75°C
Mobile,End of Interactive Support,2010.25,32,,2,2,1.20 GHz,18 W,12.8 GB/s,105°C
Mobile,End of Interactive Support,2010.25,32,,2,2,1.86 GHz,35 W,17.1 GB/s,90°C
Desktop,End of Interactive Support,2009.25,45,77,2,,2.80 GHz,65 W,"",74.1°C
Mobile,End of Interactive Support,2009,45,,2,,2.00 GHz,35 W,"",105°C
Desktop,End of Interactive Support,2008.5,45,72,2,,2.50 GHz,65 W,"",74.1°C
Mobile,End of Interactive Support,,65,,2,,2.00 GHz,35 W,"",100°C
Desktop,End of Interactive Support,,130,,1,,3.00 GHz,81.9 W,"",70°C
Desktop,End of Interactive Support,2007.25,65,,2,,1.60 GHz,65 W,"",L2=61.4°C; G0+M0=73.3°C
Mobile,End of Interactive Support,2007,65,,2,,1.60 GHz,31 W,"",100°C
Desktop,End of Interactive Support,2006,65,999,2,,3.46 GHz,130 W,"",68.6°C
Desktop,End of Interactive Support,2005.25,90,,2,,3.20 GHz,130 W,"",69.8°C
Mobile,End of Interactive Support,,130,,1,,1.50 GHz,24.5 W,"",100°C
Desktop,End of Interactive Support,2000,180,,1,,1.00 GHz,29 W,"",75°C
Desktop,End of Interactive Support,2000,180,,1,,1.00 GHz,29 W,"",75°C
Desktop,End of Interactive Support,2006.5,65,74,2,,2.80 GHz,95 W,"",63.4°C
Desktop,End of Interactive Support,2005,90,93,2,,2.66 GHz,95 W,"",64.1°C
Desktop,End of Interactive Support,,130,,1,,3.06 GHz,81.8 W,"",69°C
Desktop,End of Interactive Support,,130,,1,,2.40 GHz,66.2 W,"",74°C
Desktop,End of Interactive Support,2004.75,130,,1,,3.46 GHz,110.7 W,"",66°C
Desktop,End of Interactive Support,,130,,1,,3.20 GHz,92.1 W,"",64°C
Desktop,End of Interactive Support,2005.75,90,,1,,3.00 GHz,84 W,"",66.6°C
Desktop,End of Interactive Support,,90,,1,,2.80 GHz,84 W,"",67.7°C
Desktop,End of Interactive Support,2005.5,90,,1,,2.93 GHz,84 W,"",67.7°C
Desktop,End of Interactive Support,,90,,1,,2.66 GHz,84 W,"",67.7°C
Desktop,End of Interactive Support,,130,,1,,2.26 GHz,58 W,"",70°C
Desktop,End of Interactive Support,,180,,1,,1.30 GHz,51.6 W,"",70°C
Mobile,End of Interactive Support,,180,,1,,1.00 GHz,34 W,"",100°C
Mobile,End of Interactive Support,,130,,1,,1.00 GHz,20.5 W,"",100°C
Mobile,End of Interactive Support,,130,,1,,2.40 GHz,59.8 W,"",71°C
Desktop,Launched,2013,22,42,2,2,2.30 GHz,35 W,21 GB/s,""
Desktop,Launched,2013,22,42,2,2,2.70 GHz,55 W,21 GB/s,""
Desktop,Launched,2013.5,22,42,2,2,2.40 GHz,35 W,21 GB/s,""
Desktop,Launched,2014,22,42,2,2,2.70 GHz,53 W,21.3 GB/s,72°C
Desktop,End of Life,2013.5,22,52,2,2,2.80 GHz,55 W,21 GB/s,""
Desktop,End of Life,2014,22,42,2,2,2.40 GHz,35 W,21.3 GB/s,66.4°C
Embedded,Launched,2014,22,42,2,2,2.20 GHz,35 W,21.3 GB/s,""
Desktop,End of Life,2014,22,52,2,2,2.80 GHz,53 W,21.3 GB/s,72°C
Desktop,End of Life,2014.25,22,42,2,2,2.80 GHz,53 W,21.3 GB/s,72°C
Desktop,End of Life,2014.25,22,42,2,2,2.50 GHz,35 W,21.3 GB/s,66.4°C
Desktop,End of Life,2014.25,22,52,2,2,2.90 GHz,53 W,21.3 GB/s,72°C
Desktop,Launched,2015.75,14,42,2,2,2.80 GHz,51 W,34.1 GB/s,""
Desktop,Launched,2015.75,14,,2,2,2.60 GHz,35 W,34.1 GB/s,""
Embedded,Launched,2016,14,107,2,2,2.40 GHz,35 W,34.1 GB/s,100°C
Embedded,Launched,2015.75,14,42,2,2,2.30 GHz,35 W,34.1 GB/s,""
Desktop,Launched,2015.75,14,52,2,2,2.90 GHz,51 W,34.1 GB/s,""
Embedded,Launched,2016,14,107,2,2,1.60 GHz,25 W,34.1 GB/s,100°C
Desktop,Launched,2017,14,42,2,2,2.90 GHz,51 W,"",100°C
Desktop,Launched,2017.25,,42,2,2,2.90 GHz,54 W,"",100°C
Desktop,Launched,2017,14,42,2,2,2.70 GHz,35 W,"",92°C
Desktop,Launched,2017.25,,42,2,2,2.70 GHz,35 W,"",88°C
Desktop,Launched,2017,14,52,2,2,3.00 GHz,51 W,"",100°C
Desktop,Launched,2013.75,22,72,2,2,2.41 GHz,10 W,"",105°C
Desktop,Launched,2013.75,22,82,4,4,2.00 GHz,10 W,"",105°C
Desktop,Launched,2013.5,22,,4,4,2.00 GHz,10 W,"",100°C
Desktop,Launched,2016,14,107,2,2,1.60 GHz,6 W,"",90°C
Desktop,Launched,2016,14,,4,4,1.60 GHz,6 W,"",90°C
Desktop,Launched,2016.5,14,107,2,2,2.00 GHz,10 W,"",105°C
Desktop,Launched,2016.5,14,107,4,4,1.50 GHz,10 W,"",105°C
Mobile,Launched,2013.75,22,107,2,2,1.60 GHz,4.5 W,"",105°C
Mobile,Launched,2014,22,107,2,2,1.58 GHz,4.3 W,"",105°C
Mobile,Launched,2014.5,22,107,2,2,1.58 GHz,4.5 W,10.66 GB/s,100°C
Mobile,Launched,2013.5,22,,2,2,2.00 GHz,7.5 W,"",100°C
Mobile,Launched,2013.75,22,,2,2,1.86 GHz,7.5 W,"",105°C
Mobile,Launched,2013.75,22,,2,2,2.13 GHz,7.5 W,"",105°C
Mobile,Launched,2014,22,107,2,2,2.16 GHz,7.5 W,"",100°C
Mobile,Launched,2014.5,22,107,2,2,2.16 GHz,7.5 W,21.32 GB/s,100°C
Mobile,Launched,2013.5,22,,4,4,1.60 GHz,7.5 W,"",100°C
Mobile,End of Life,2013.75,22,,4,4,1.86 GHz,7.5 W,"",105°C
Mobile,Launched,2014,22,107,4,4,1.83 GHz,7.5 W,"",100°C
Mobile,Launched,2014.5,22,107,4,4,1.83 GHz,7.5 W,21.32 GB/s,100°C
Mobile,Launched,2016.5,14,107,4,4,1.10 GHz,6 W,"",105°C
Mobile,Launched,2016.5,14,107,2,2,1.10 GHz,6 W,"",105°C
Mobile,Launched,2016,14,107,4,4,1.60 GHz,6 W,"",90°C
Mobile,Launched,2015,14,107,4,4,1.60 GHz,6 W,"",90°C
Mobile,Launched,2016,14,107,2,2,1.60 GHz,6 W,"",90°C
Mobile,Launched,2015,14,107,2,2,1.60 GHz,6 W,"",90°C
Mobile,Launched,2016,14,107,2,2,1.04 GHz,4 W,"",90°C
Mobile,Launched,2015,14,107,2,2,1.04 GHz,4 W,"",90°C
Mobile,Launched,2015.25,14,107,2,2,1.70 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,2015,14,107,2,2,1.70 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,2015.25,14,107,2,2,1.90 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,2015.75,14,107,2,2,1.60 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2015.75,14,107,2,2,2.00 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,107,2,2,1.80 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2017.25,14,,2,2,1.50 GHz,6 W,29.8 GB/s,100°C
Mobile,Launched,2017,14,107,2,2,2.20 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2016.5,14,281,2,4,1.20 GHz,4.5 W,29.8 GB/s,100°C
Mobile,Launched,2016.5,14,281,2,4,2.50 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,304,2,4,2.20 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,,2,4,3.10 GHz,28 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,,2,4,3.30 GHz,28 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,250,4,4,2.50 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,281,2,4,2.60 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,304,2,4,2.30 GHz,15 W,34.1 GB/s,100°C
Desktop,Launched,2017,14,182,4,4,3.00 GHz,65 W,"",100°C
Desktop,Launched,2017,14,187,4,4,2.40 GHz,35 W,"",80°C
Embedded,Launched,2017,14,250,4,4,2.90 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,,4,4,2.80 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,2017,14,250,4,4,2.10 GHz,25 W,34.1 GB/s,100°C
Desktop,Launched,2017,14,202,4,4,2.70 GHz,35 W,"",80°C
Desktop,Launched,2017,14,202,4,4,3.40 GHz,65 W,"",100°C
Desktop,Launched,2017,14,224,4,4,3.50 GHz,65 W,"",100°C
Desktop,Launched,2017,14,224,4,4,2.80 GHz,35 W,"",80°C
Desktop,Launched,2017,14,243,4,4,3.80 GHz,91 W,"",100°C
Mobile,Launched,2012.25,22,,4,8,2.90 GHz,55 W,25.6 GB/s,105 C
Desktop,End of Life,2011.75,32,594,6,12,3.20 GHz,130 W,51.2 GB/s,66.8°C
Mobile,Launched,2012.5,22,,4,8,3.00 GHz,55 W,25.6 GB/s,105 C
Desktop,End of Life,2011.75,32,,6,12,3.30 GHz,130 W,51.2 GB/s,66.8°C
Desktop,End of Life,2012.75,32,,6,12,3.50 GHz,150 W,51.2 GB/s,66.8°C
Desktop,End of Life,2013.5,22,332,4,8,3.70 GHz,130 W,59.7 GB/s,66.8°C
Mobile,Launched,2013.25,22,,4,8,3.00 GHz,57 W,25.6 GB/s,100°C
Desktop,End of Life,2013.5,22,594,6,12,3.40 GHz,130 W,59.7 GB/s,66.8
Mobile,Launched,2014,22,,4,8,3.10 GHz,57 W,25.6 GB/s,100°C
Desktop,End of Life,2013.5,22,,6,12,3.60 GHz,130 W,59.7 GB/s,66.8°C
Desktop,Launched,2014.5,22,396,6,12,3.30 GHz,140 W,68 GB/s,66.8
Desktop,Launched,2014.5,22,594,6,12,3.50 GHz,140 W,68 GB/s,66.8
Desktop,Launched,2014.5,22,1059,8,16,3.00 GHz,140 W,68 GB/s,66.8
Desktop,Launched,2016.25,14,441,6,12,3.40 GHz,140 W,"",""
Desktop,Launched,2016.25,14,628,6,12,3.60 GHz,140 W,"",""
Desktop,Launched,2016.25,14,1109,8,16,3.20 GHz,140 W,"",""
Desktop,Launched,2016.25,14,1743,10,20,3.00 GHz,140 W,"",""
Desktop,Launched,2017.25,14,243,4,4,4.00 GHz,112 W,"",100°C
Desktop,Launched,2017.25,14,350,4,8,4.30 GHz,112 W,"",100°C
Desktop,Launched,2017.25,14,389,6,12,3.50 GHz,140 W,"",100°C
Desktop,Launched,2017.25,14,999,10,20,3.30 GHz,140 W,"",95°C
Desktop,Launched,2017.25,14,599,8,16,3.60 GHz,140 W,"",99°C
Desktop,Launched,2017.5,14,1199,12,24,2.90 GHz,140 W,"",95°C
Desktop,Announced,2017.5,,,14,28,3.10 GHz,165 W,"",102°C
Desktop,Announced,2017.5,,,16,32,2.80 GHz,165 W,"",98°C
Desktop,Announced,2017.5,,,18,36,2.60 GHz,165 W,"",94°C
Mobile,Launched,2017.5,14,409,4,8,1.90 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2017.5,14,297,4,8,1.70 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2016.5,14,393,2,4,2.70 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,415,2,4,2.40 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,,2,4,3.50 GHz,28 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,393,2,4,2.80 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,415,2,4,2.50 GHz,15 W,34.1 GB/s,100°C
Desktop,Launched,2017,14,312,4,8,2.90 GHz,35 W,"",80°C
Desktop,Launched,2017,14,350,4,8,4.20 GHz,91 W,"",100°C
Desktop,Launched,2017,14,312,4,8,3.60 GHz,65 W,"",100°C
Mobile,Launched,2017,14,378,4,8,2.80 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,2017,14,378,4,8,3.00 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,378,4,8,2.90 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,378,4,8,2.90 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,2017,14,568,4,8,3.10 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,2015.5,,2.54,1,1,32 MHz,"","",""
Embedded,Launched,2014.25,32,12.85,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Mobile,End of Interactive Support,2013,32,,1,2,"","",6.4 GB/s,90
Embedded,Launched,2015.5,,2.54,1,1,33 MHz,0.025 W,"",""
Embedded,Launched,2010.5,45,19,1,2,600 MHz,3.3 W,"",90°C
Mobile,End of Interactive Support,2012.25,32,,1,2,"","",6.4 GB/s,90
Mobile,Launched,2016,14,37,4,4,1.60 GHz,"",25.6 GB/s,90°C
Mobile,Launched,2011.75,32,42,2,4,1.60 GHz,3.5 W,"",""
Embedded,Launched,2014.75,22,31,2,2,1.33 GHz,3 W,"",-40°C to 110°C
Desktop,End of Interactive Support,2011.5,32,42,2,2,1.86 GHz,10 W,6.4 GB/s,100 C
Embedded,Launched,2017.5,22,39,2,2,1.50 GHz,7 W,"",100C
Server,End of Life,,130,,1,,1.66 GHz,122 W,"",83°C
Server,End of Life,,130,,1,,1.60 GHz,122 W,"",83°C
Server,End of Life,,130,,1,,900 MHz,90 W,"",85°C
Server,End of Life,,90,,2,,1.60 GHz,104 W,"",74°C
Server,End of Life,2007.75,90,696,1,,1.60 GHz,75 W,"",76°C
Server,End of Life,2010,65,946,2,4,1.60 GHz,130 W,"",""
Server,End of Life,2010,65,,4,8,1.33 GHz,155 W,"",""
Server,End of Life,2010,65,,4,8,1.46 GHz,155 W,"",""
Server,End of Life,2010,65,,4,8,1.60 GHz,185 W,"",""
Server,End of Life,2010,65,,4,8,1.73 GHz,185 W,"",""
Server,End of Life,2007.75,90,910,2,,1.42 GHz,104 W,"",76°C
Server,End of Life,2007.75,90,,2,,1.66 GHz,104 W,"",76°C
Server,End of Life,2007.75,90,,2,,1.66 GHz,104 W,"",76°C
Server,End of Life,2007.75,90,,2,,1.60 GHz,104 W,"",76°C
Server,End of Life,2007.75,90,,2,,1.66 GHz,104 W,"",76°C
Server,End of Life,2007.75,90,,2,,1.60 GHz,104 W,"",76°C
Server,End of Life,2007.75,90,,2,,1.66 GHz,104 W,"",76°C
Server,End of Life,2007,90,,2,,1.40 GHz,104 W,"",76°C
Server,End of Life,,90,,2,,1.42 GHz,104 W,"",76°C
Server,End of Life,,90,,2,,1.60 GHz,104 W,"",76°C
Server,End of Life,,90,,2,,1.60 GHz,104 W,"",76°C
Server,End of Life,,90,,2,,1.60 GHz,104 W,"",76°C
Server,End of Life,,130,,1,,1.00 GHz,100 W,"",85°C
Server,End of Life,,130,,1,,1.30 GHz,97 W,"",83°C
Server,End of Life,,130,,1,,1.40 GHz,91 W,"",83°C
Server,End of Life,,130,,1,,1.50 GHz,107 W,"",83°C
Server,End of Life,,130,,1,,1.50 GHz,107 W,"",83°C
Server,End of Life,,130,,1,,1.60 GHz,122 W,"",83°C
Server,End of Life,,130,,1,,1.66 GHz,122 W,"",83°C
Server,Launched,2013.5,22,43,2,2,1.70 GHz,6 W,10.7 GB/s,98°C
Embedded,Launched,2017.5,22,64,4,4,1.40 GHz,10 W,"",100C
Server,Launched,2013.5,22,70,4,4,1.70 GHz,9 W,21.3 GB/s,97°C
Server,Launched,2013.5,22,86,4,4,2.40 GHz,14 W,25.6 GB/s,96°C
Server,Launched,2013.5,22,150,8,8,1.70 GHz,12 W,25.6 GB/s,97°C
Server,Launched,2013.5,22,171,8,8,2.40 GHz,20 W,25.6 GB/s,97°C
Embedded,Launched,2014.25,22,60,2,2,1.25 GHz,6 W,"",100C
Embedded,Launched,2013.5,22,60,2,2,1.70 GHz,7 W,"",""
Embedded,Launched,2013.5,22,60,2,2,1.70 GHz,7 W,"",""
Embedded,Launched,2014.25,22,98,4,4,1.25 GHz,9.5 W,"",100C
Embedded,Launched,2013.5,22,91,4,4,1.70 GHz,13 W,"",""
Embedded,Launched,2013.5,22,104,4,4,2.40 GHz,15 W,"",""
Embedded,Launched,2013.5,22,104,4,4,2.40 GHz,15 W,"",""
Embedded,Launched,2013.5,22,182,8,8,2.00 GHz,18 W,"",""
Embedded,Launched,2013.5,22,208,8,8,2.40 GHz,20 W,"",""
Embedded,Launched,2013.5,22,208,8,8,2.40 GHz,20 W,"",""
Server,Launched,2017.5,14,449,16,16,2.00 GHz,31 W,"","83°C,100°C"
Server,Launched,2017.5,14,434,16,16,2.10 GHz,32 W,"","78°C,100°C"
Server,Launched,2017.5,14,389,16,16,1.70 GHz,24 W,"","78°C,100°C"
Server,Launched,2017.5,14,289,12,12,1.90 GHz,21.5 W,"","85°C,100°C"
Server,Launched,2017.5,14,332,12,12,2.00 GHz,25 W,"","83°C,100°C"
Server,Launched,2017.5,14,323,12,12,2.10 GHz,25 W,"","78°C,100°C"
Server,Launched,2017.5,14,369,12,12,2.00 GHz,25 W,"","86°C,100°C"
Server,Launched,2017.5,14,193,8,8,2.20 GHz,25 W,"","82°C,100°C"
Server,Launched,2017.5,14,171,8,8,2.20 GHz,21 W,"","84°C,100°C"
Server,Launched,2017.5,14,209,8,8,1.70 GHz,17 W,"","85°C,100°C"
Server,Launched,2017.5,14,86,4,4,2.20 GHz,16 W,"","83°C,100°C"
Server,Launched,2017.5,14,75,4,4,2.10 GHz,15 W,"","87°C,100°C"
Server,Launched,2017.5,14,86,4,4,1.60 GHz,11.5 W,"","90°C,100°C"
Server,Launched,2017,14,27,2,2,1.50 GHz,9 W,"","89°C,100°C"
Server,Launched,2017.5,14,32,2,2,1.60 GHz,9.5 W,"","89°C,100°C"
Desktop,End of Interactive Support,2012,32,47,2,4,1.86 GHz,10 W,6.4 GB/s,100 C
Desktop,End of Interactive Support,2011.5,32,,2,4,2.13 GHz,10 W,6.4 GB/s,100 C
Embedded,Launched,2013.75,22,31,1,1,1.46 GHz,5 W,"",-40°C to 110°C
Embedded,Launched,2013.75,22,34,2,2,1.33 GHz,6 W,"",-40°C to 110°C
Embedded,Launched,2013.75,22,37,2,2,1.46 GHz,7 W,"",-40°C to 110°C
Embedded,Launched,2013.75,22,41,2,2,1.75 GHz,8 W,"",-40°C to 110°C
Embedded,Launched,2013.75,22,52,4,4,1.91 GHz,10 W,"",-40°C to 110°C
Mobile,Launched,2011.75,32,47,2,4,1.86 GHz,6.5 W,"",""
Server,End of Life,2012.75,32,54,2,4,1.60 GHz,8.1 W,10.6 GB/s,""
Server,End of Life,2012.75,32,64,2,4,1.60 GHz,6.1 W,10.6 GB/s,""
Server,End of Life,2012.75,32,,2,4,2.00 GHz,8.5 W,10.6 GB/s,""
Server,Launched,2013.25,32,80,2,4,1.60 GHz,11.7 W,"",""
Server,Launched,2013.25,32,103,2,4,1.60 GHz,13.1 W,"",""
Server,Launched,2013.25,32,120,2,4,2.00 GHz,14.1 W,"",""
Mobile,Announced,2015,28,,2,2,1.00 GHz,"",3.2 GB/s,""
Mobile,Launched,2015,28,,4,4,"","",4.2 GB/s,""
Mobile,Launched,2016.75,28,,4,4,"","",4.2 GB/s,""
Mobile,Launched,2015,28,,4,4,"","",4.2 GB/s,""
Mobile,Launched,2015.75,28,,4,4,"","",4.2 GB/s,""
Mobile,Launched,2016.75,28,,4,4,"","",4.2 GB/s,""
Mobile,Launched,2016.75,28,,4,4,"","",4.2 GB/s,""
Mobile,Announced,2015,28,,4,4,1.20 GHz,"",4.2 GB/s,""
Mobile,Announced,2015,28,,4,4,1.20 GHz,"",4.2 GB/s,""
Embedded,Launched,2016,14,39,4,4,1.04 GHz,5 W,"",90°C
Mobile,Launched,2015.25,14,21,4,4,1.44 GHz,"",12.8 GB/s,90°C
Mobile,Launched,2016,14,,4,4,1.44 GHz,"",12.8 GB/s,90°C
Mobile,Launched,2016,14,21,4,4,1.44 GHz,"",12.8 GB/s,90°C
Mobile,Launched,2015,14,27,4,4,1.44 GHz,"",25.6 GB/s,90°C
Mobile,Launched,2016,14,27,4,4,1.44 GHz,"",25.6 GB/s,90°C
Embedded,Announced,2016.75,14,,2,2,1.30 GHz,6.5 W,34.1 GB/s,"103°C,110°C"
Embedded,Announced,2016.75,14,,4,4,1.60 GHz,9.5 W,34.1 GB/s,"100°C,110°C"
Mobile,Launched,2015,14,37,4,4,1.60 GHz,"",25.6 GB/s,90°C
Embedded,Announced,2016.75,14,,4,4,1.60 GHz,12 W,38.4 GB/s,"98°C,110°C"
Mobile,End of Interactive Support,2012.5,32,,1,2,"","",6.4 GB/s,90
Mobile,End of Interactive Support,2013.25,32,,2,4,1.20 GHz,"",8.5 GB/s,90°C
Mobile,End of Interactive Support,2013.25,32,,2,4,"","",8.5 GB/s,90°C
Mobile,End of Interactive Support,2013.25,32,22,2,4,"","",8.5 GB/s,90°C
Mobile,End of Interactive Support,2012.5,32,,2,4,1.80 GHz,"",6.4 GB/s,""
Mobile,Launched,2014,22,,2,2,"","",8.5 GB/s,90°C
Mobile,Launched,2014,22,,2,2,"","",8.5 GB/s,90°C
Mobile,Launched,2014.25,22,,4,4,"","",12.8 GB/s,90°C
Mobile,Launched,2014.25,22,,4,4,"","",12.8 GB/s,90°C
Mobile,Launched,2014.5,22,,4,4,"","",12.8 GB/s,90°C
Mobile,Launched,2014.25,22,,4,4,"","",12.8 GB/s,90°C
Mobile,Launched,2015.5,22,,4,4,"","",12.8 GB/s,90°C
Mobile,Launched,2014,22,21,4,4,1.33 GHz,"",5.3 GB/s,""
Mobile,Launched,2014,22,,4,4,1.33 GHz,"",10.6 GB/s,""
Mobile,Launched,2014,22,18,4,4,1.33 GHz,"",10.6 GB/s,""
Mobile,Launched,2014,22,17,4,4,1.33 GHz,"",5.3 GB/s,""
Mobile,Launched,2014.25,22,20,4,4,1.33 GHz,"",10.6 GB/s,""
Mobile,Launched,2014.25,22,20,4,4,1.33 GHz,"",5.3 GB/s,""
Mobile,End of Interactive Support,2013.5,22,,4,4,1.33 GHz,"",17.1 GB/s,90°C
Mobile,End of Interactive Support,2013.5,22,,4,4,1.33 GHz,"",10.6 GB/s,90°C
Mobile,Launched,2014,22,30,4,4,1.33 GHz,"",17.1 GB/s,90°C
Mobile,Launched,2014,22,,4,4,1.33 GHz,"",10.6 GB/s,""
Mobile,End of Interactive Support,2013.5,22,,4,4,1.46 GHz,"",17.1 GB/s,90°C
Mobile,Launched,2014,22,35,4,4,1.46 GHz,"",17.1 GB/s,""
Mobile,End of Interactive Support,2013.5,22,37,4,4,1.50 GHz,"",10.6 GB/s,90°C
Mobile,Launched,2014,22,,4,4,1.49 GHz,"",10.6 GB/s,""
Mobile,Launched,2014.25,22,,4,4,1.49 GHz,"",21.3 GB/s,""
Mobile,Launched,2014,22,40,4,4,1.59 GHz,"",17.1 GB/s,""
Embedded,Launched,2010.5,45,22,1,2,600 MHz,3.3 W,"",110°C
Mobile,End of Interactive Support,2008.25,45,,1,,800 MHz,0.65 W,"",90°C
Mobile,End of Interactive Support,2008.25,45,20,1,,1.10 GHz,2 W,"",90°C
Embedded,Launched,2010.5,45,29,1,2,1.00 GHz,3.6 W,"",90°C
Mobile,End of Interactive Support,2010.25,45,,1,2,1.20 GHz,1.3 W,1.6 GB/s,-25°C to +90°C
Mobile,End of Interactive Support,2008.25,45,20,1,,1.10 GHz,2.2 W,"",90°C
Embedded,Launched,2010.5,45,37,1,2,1.00 GHz,3.6 W,"",110°C
Mobile,End of Interactive Support,2008.25,45,27,1,,1.10 GHz,2.2 W,"",90°C
Embedded,End of Life,2010.75,45,,1,2,1.00 GHz,7 W,"",""
Mobile,End of Interactive Support,2009.25,45,,1,,1.20 GHz,1.4 W,"",90°C
Embedded,End of Life,2010.75,45,,1,2,1.00 GHz,7 W,"",""
Desktop,End of Interactive Support,2008.25,45,29,1,,1.60 GHz,4 W,"",85.2°C
Mobile,End of Interactive Support,2008.25,45,,1,,1.33 GHz,2 W,"",90°C
Embedded,Launched,2010.5,45,54,1,2,1.30 GHz,3.6 W,"",90°C
Mobile,End of Interactive Support,2010.25,45,,1,2,1.60 GHz,2.2 W,3.2 GB/s,0 to +90°C
Mobile,End of Interactive Support,2008.25,45,50,1,,1.33 GHz,2.2 W,"",90°C
Embedded,Launched,2010.5,45,64,1,2,1.30 GHz,3.6 W,"",110°C
Mobile,End of Interactive Support,2008.25,45,65,1,,1.60 GHz,2 W,"",90°C
Embedded,End of Life,2010.75,45,,1,2,1.30 GHz,7 W,"",""
Mobile,End of Interactive Support,2010.25,45,,1,2,1.90 GHz,2.2 W,3.2 GB/s,0 to +90°C
Mobile,End of Interactive Support,2010,45,64,1,2,1.66 GHz,5.5 W,"",100°C
Mobile,End of Interactive Support,2008.25,45,65,1,,1.60 GHz,2.2 W,"",90°C
Mobile,End of Interactive Support,2011.25,45,,1,2,1.20 GHz,3 W,"",90
Embedded,End of Life,2010.75,45,,1,2,1.30 GHz,7 W,"",""
Mobile,End of Interactive Support,2010.25,45,64,1,2,1.66 GHz,6.5 W,"",100°C
Desktop,End of Interactive Support,2010,45,43,1,2,1.66 GHz,10 W,6.4 GB/s,100°C
Desktop,End of Interactive Support,2010,45,63,2,4,1.66 GHz,13 W,6.4 GB/s,100°C
Mobile,End of Interactive Support,2008.25,45,,1,,1.86 GHz,2.4 W,"",90°C
Mobile,End of Interactive Support,2011.25,45,,1,2,1.50 GHz,3 W,"",90
Embedded,Launched,2010.5,45,74,1,2,1.60 GHz,4.5 W,"",90°C
Mobile,End of Interactive Support,2010.5,45,,2,4,1.50 GHz,8.5 W,"",""
Mobile,End of Interactive Support,2010,45,,1,2,1.83 GHz,6.5 W,"",100°C
Mobile,End of Interactive Support,2009.25,45,,1,,2.00 GHz,2.4 W,"",90°C
Mobile,End of Interactive Support,2008.25,45,32,1,,1.60 GHz,2.5 W,"",90°C
Desktop,End of Interactive Support,2008.5,45,,2,,1.60 GHz,8 W,"",85.2°C
Mobile,Launched,2011,45,,2,4,1.66 GHz,8.5 W,"",""
Embedded,Launched,2010.5,45,85,1,2,1.60 GHz,4.5 W,"",110°C
Mobile,End of Interactive Support,2010.25,45,,1,,2.13 GHz,2.5 W,"",90°C
Mobile,End of Interactive Support,2010.25,45,,1,2,1.83 GHz,6.5 W,"",100°C
Desktop,End of Interactive Support,2010.25,45,63,2,4,1.80 GHz,13 W,6.4 GB/s,100°C
Desktop,End of Interactive Support,2010.25,45,42,1,2,1.80 GHz,10 W,6.4 GB/s,100°C
Mobile,End of Interactive Support,2009,45,,1,,1.66 GHz,2.5 W,"",90°C
Embedded,Launched,2014.25,32,13.39,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Embedded,Launched,2014,32,10.7,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Embedded,Launched,2014.25,32,11.23,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Embedded,Launched,2014.25,32,12.31,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Embedded,Launched,2014,32,10.16,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
