market,status,ldate,litho,rprice,ncore,bfreq,tdp,temp
Desktop,Launched,2017,14,312,4,2.9,35,80
Desktop,Launched,2017,14,350,4,4.2,91,100
Desktop,Launched,2017,14,312,4,3.6,65,100
Mobile,Launched,2017,14,378,4,2.8,45,100
Embedded,Launched,2017,14,378,4,3,45,100
Mobile,Launched,2017,14,378,4,2.9,45,100
Mobile,Launched,2017,14,378,4,2.9,45,100
Mobile,Launched,2017,14,568,4,3.1,45,100
Embedded,Launched,2015.5,,2.54,1,0.032,,
Embedded,Launched,2014.25,32,12.85,1,0.4,2.2,110
Embedded,Launched,2015.5,,2.54,1,0.033,0.025,
Embedded,Launched,2010.5,45,19,1,0.6,3.3,90
Mobile,Launched,2016,14,37,4,1.6,,90
Mobile,Launched,2011.75,32,42,2,1.6,3.5,
Embedded,Launched,2014.75,22,31,2,1.33,3,110
Desktop,End of Interactive Support,2011.5,32,42,2,1.86,10,100
Embedded,Launched,2017.5,22,39,2,1.5,7,100
Server,End of Life,,130,,1,1.66,122,83
Server,End of Life,,130,,1,1.6,122,83
Server,End of Life,,130,,1,0.9,90,85
Server,End of Life,,90,,2,1.6,104,74
Server,End of Life,2007.75,90,696,1,1.6,75,76
Server,End of Life,2010,65,946,2,1.6,130,
Server,End of Life,2010,65,1614,4,1.33,155,
Server,End of Life,2010,65,2059,4,1.46,155,
Server,End of Life,2010,65,2059,4,1.6,185,
Server,End of Life,2010,65,3838,4,1.73,185,
Server,End of Life,2007.75,90,910,2,1.42,104,76
Server,End of Life,2007.75,90,1552,2,1.66,104,76
Server,End of Life,2007.75,90,1980,2,1.66,104,76
Server,End of Life,2007.75,90,1980,2,1.6,104,76
Server,End of Life,2007.75,90,3692,2,1.66,104,76
Server,End of Life,2007.75,90,3692,2,1.6,104,76
Server,End of Life,2007.75,90,,2,1.66,104,76
Server,End of Life,2007,90,,2,1.4,104,76
Server,End of Life,,90,,2,1.42,104,76
Server,End of Life,,90,,2,1.6,104,76
Server,End of Life,,90,,2,1.6,104,76
Server,End of Life,,90,,2,1.6,104,76
Server,End of Life,,130,,1,1,100,85
Server,End of Life,,130,,1,1.3,97,83
Server,End of Life,,130,,1,1.4,91,83
Server,End of Life,,130,,1,1.5,107,83
Server,End of Life,,130,,1,1.5,107,83
Server,End of Life,,130,,1,1.6,122,83
Server,End of Life,,130,,1,1.66,122,83
Server,Launched,2013.5,22,43,2,1.7,6,98
Embedded,Launched,2017.5,22,64,4,1.4,10,100
Server,Launched,2013.5,22,70,4,1.7,9,97
Server,Launched,2013.5,22,86,4,2.4,14,96
Server,Launched,2013.5,22,150,8,1.7,12,97
Server,Launched,2013.5,22,171,8,2.4,20,97
Embedded,Launched,2014.25,22,60,2,1.25,6,100
Embedded,Launched,2013.5,22,60,2,1.7,7,
Embedded,Launched,2013.5,22,60,2,1.7,7,
Embedded,Launched,2014.25,22,98,4,1.25,9.5,100
Embedded,Launched,2013.5,22,91,4,1.7,13,
Embedded,Launched,2013.5,22,104,4,2.4,15,
Embedded,Launched,2013.5,22,104,4,2.4,15,
Embedded,Launched,2013.5,22,182,8,2,18,
Embedded,Launched,2013.5,22,208,8,2.4,20,
Embedded,Launched,2013.5,22,208,8,2.4,20,
Server,Launched,2017.5,14,449,16,2,31,100
Server,Launched,2017.5,14,434,16,2.1,32,100
Server,Launched,2017.5,14,389,16,1.7,24,100
Server,Launched,2017.5,14,289,12,1.9,21.5,100
Server,Launched,2017.5,14,332,12,2,25,100
Server,Launched,2017.5,14,323,12,2.1,25,100
Server,Launched,2017.5,14,369,12,2,25,100
Server,Launched,2017.5,14,193,8,2.2,25,100
Server,Launched,2017.5,14,171,8,2.2,21,100
Server,Launched,2017.5,14,209,8,1.7,17,100
Server,Launched,2017.5,14,86,4,2.2,16,100
Server,Launched,2017.5,14,75,4,2.1,15,100
Server,Launched,2017.5,14,86,4,1.6,11.5,100
Server,Launched,2017,14,27,2,1.5,9,100
Server,Launched,2017.5,14,32,2,1.6,9.5,100
Desktop,End of Interactive Support,2012,32,47,2,1.86,10,100
Desktop,End of Interactive Support,2011.5,32,,2,2.13,10,100
Embedded,Launched,2013.75,22,31,1,1.46,5,110
Embedded,Launched,2013.75,22,34,2,1.33,6,110
Embedded,Launched,2013.75,22,37,2,1.46,7,110
Embedded,Launched,2013.75,22,41,2,1.75,8,110
Embedded,Launched,2013.75,22,52,4,1.91,10,110
Mobile,Launched,2011.75,32,47,2,1.86,6.5,
Server,End of Life,2012.75,32,54,2,1.6,8.1,
Server,End of Life,2012.75,32,64,2,1.6,6.1,
Server,End of Life,2012.75,32,,2,2,8.5,
Server,Launched,2013.25,32,80,2,1.6,11.7,
Server,Launched,2013.25,32,103,2,1.6,13.1,
Server,Launched,2013.25,32,120,2,2,14.1,
Mobile,Announced,2015,28,,2,1,,
Mobile,Announced,2015,28,,4,1.2,,
Mobile,Announced,2015,28,,4,1.2,,
Embedded,Launched,2016,14,39,4,1.04,5,90
Mobile,Launched,2015.25,14,21,4,1.44,,90
Mobile,Launched,2016,14,,4,1.44,,90
Mobile,Launched,2016,14,21,4,1.44,,90
Mobile,Launched,2015,14,27,4,1.44,,90
Mobile,Launched,2016,14,27,4,1.44,,90
Embedded,Announced,2016.75,14,,2,1.3,6.5,110
Embedded,Announced,2016.75,14,,4,1.6,9.5,110
Mobile,Launched,2015,14,37,4,1.6,,90
Embedded,Announced,2016.75,14,,4,1.6,12,110
Mobile,End of Interactive Support,2013.25,32,,2,1.2,,90
Mobile,End of Interactive Support,2012.5,32,,2,1.8,,
Mobile,Launched,2014,22,21,4,1.33,,
Mobile,Launched,2014,22,,4,1.33,,
Mobile,Launched,2014,22,18,4,1.33,,
Mobile,Launched,2014,22,17,4,1.33,,
Mobile,Launched,2014.25,22,20,4,1.33,,
Mobile,Launched,2014.25,22,20,4,1.33,,
Mobile,End of Interactive Support,2013.5,22,,4,1.33,,90
Mobile,End of Interactive Support,2013.5,22,,4,1.33,,90
Mobile,Launched,2014,22,30,4,1.33,,90
Mobile,Launched,2014,22,,4,1.33,,
Mobile,End of Interactive Support,2013.5,22,,4,1.46,,90
Mobile,Launched,2014,22,35,4,1.46,,
Mobile,End of Interactive Support,2013.5,22,37,4,1.5,,90
Mobile,Launched,2014,22,,4,1.49,,
Mobile,Launched,2014.25,22,,4,1.49,,
Mobile,Launched,2014,22,40,4,1.59,,
Embedded,Launched,2010.5,45,22,1,0.6,3.3,110
Mobile,End of Interactive Support,2008.25,45,,1,0.8,0.65,90
Mobile,End of Interactive Support,2008.25,45,20,1,1.1,2,90
Embedded,Launched,2010.5,45,29,1,1,3.6,90
Mobile,End of Interactive Support,2010.25,45,,1,1.2,1.3,90
Mobile,End of Interactive Support,2008.25,45,20,1,1.1,2.2,90
Embedded,Launched,2010.5,45,37,1,1,3.6,110
Mobile,End of Interactive Support,2008.25,45,27,1,1.1,2.2,90
Embedded,End of Life,2010.75,45,,1,1,7,
Mobile,End of Interactive Support,2009.25,45,,1,1.2,1.4,90
Embedded,End of Life,2010.75,45,,1,1,7,
Desktop,End of Interactive Support,2008.25,45,29,1,1.6,4,85.2
Mobile,End of Interactive Support,2008.25,45,,1,1.33,2,90
Embedded,Launched,2010.5,45,54,1,1.3,3.6,90
Mobile,End of Interactive Support,2010.25,45,,1,1.6,2.2,90
Mobile,End of Interactive Support,2008.25,45,50,1,1.33,2.2,90
Embedded,Launched,2010.5,45,64,1,1.3,3.6,110
Mobile,End of Interactive Support,2008.25,45,65,1,1.6,2,90
Embedded,End of Life,2010.75,45,,1,1.3,7,
Mobile,End of Interactive Support,2010.25,45,,1,1.9,2.2,90
Mobile,End of Interactive Support,2010,45,64,1,1.66,5.5,100
Mobile,End of Interactive Support,2008.25,45,65,1,1.6,2.2,90
Mobile,End of Interactive Support,2011.25,45,,1,1.2,3,90
Embedded,End of Life,2010.75,45,,1,1.3,7,
Mobile,End of Interactive Support,2010.25,45,64,1,1.66,6.5,100
Desktop,End of Interactive Support,2010,45,43,1,1.66,10,100
Desktop,End of Interactive Support,2010,45,63,2,1.66,13,100
Mobile,End of Interactive Support,2008.25,45,,1,1.86,2.4,90
Mobile,End of Interactive Support,2011.25,45,,1,1.5,3,90
Embedded,Launched,2010.5,45,74,1,1.6,4.5,90
Mobile,End of Interactive Support,2010.5,45,,2,1.5,8.5,
Mobile,End of Interactive Support,2010,45,,1,1.83,6.5,100
Mobile,End of Interactive Support,2009.25,45,,1,2,2.4,90
Mobile,End of Interactive Support,2008.25,45,32,1,1.6,2.5,90
Desktop,End of Interactive Support,2008.5,45,,2,1.6,8,85.2
Mobile,Launched,2011,45,,2,1.66,8.5,
Embedded,Launched,2010.5,45,85,1,1.6,4.5,110
Mobile,End of Interactive Support,2010.25,45,,1,2.13,2.5,90
Mobile,End of Interactive Support,2010.25,45,,1,1.83,6.5,100
Desktop,End of Interactive Support,2010.25,45,63,2,1.8,13,100
Desktop,End of Interactive Support,2010.25,45,42,1,1.8,10,100
Mobile,End of Interactive Support,2009,45,,1,1.66,2.5,90
Embedded,Launched,2014.25,32,13.39,1,0.4,2.2,110
Embedded,Launched,2014,32,10.7,1,0.4,2.2,110
Embedded,Launched,2014.25,32,11.23,1,0.4,2.2,110
Embedded,Launched,2014.25,32,12.31,1,0.4,2.2,110
Embedded,Launched,2014,32,10.16,1,0.4,2.2,110
Embedded,Launched,2014.25,32,11.77,1,0.4,2.2,110
Embedded,Launched,2013.75,32,9.62,1,0.4,2.2,110
Server,Launched,2012.75,32,1350,4,1.73,130,95
Server,Launched,2017.25,32,4650,8,2.66,170,95
Server,Launched,2016.75,14,3368,72,1.5,260,
Server,End of Life,2013.25,22,,57,1.1,300,
Server,End of Life,2013.25,22,,57,1.1,300,
Server,End of Life,2011.5,32,,4,3.6,95,56.7
Server,Launched,2017.5,14,192,4,1.6,35,
Server,End of Life,2011,32,195,4,1.6,80,
Embedded,Launched,2012.25,,389,4,1,25,100
Server,Launched,2013.25,22,203,4,3.1,80,
Embedded,Launched,2015.25,14,393,4,1.8,47,105
Server,Launched,2015.75,14,203,4,3,80,
Server,Launched,2017,14,203,4,3,72,
Server,End of Life,2012,32,2061,8,2.9,135,72
Server,Launched,2013.5,22,2618,12,2.7,130,86
Server,Launched,2013.5,22,2340,12,2.4,115,81
Server,Launched,2016.25,14,297,4,3.5,140,69
Server,Launched,2016.25,14,406,4,3.7,140,69
Server,Launched,2016.25,14,621,6,3.6,140,69
Server,Launched,2016.25,14,1113,8,3.2,140,70
Server,Launched,2016.25,14,1723,8,3.4,140,70
Server,Launched,2016,14,213,6,1.7,85,73
Embedded,Launched,2016,14,363,8,1.6,50,94
Server,Launched,2016,14,310,8,1.7,85,74
Embedded,Launched,2016,14,779,10,2.2,75,87
Server,Launched,2016,14,422,8,2.1,85,74
Server,Launched,2016,14,444,4,2.6,85,73
Embedded,Launched,2016,14,1364,12,1.9,75,87
Server,Launched,2016,14,612,10,1.8,55,62
Server,Launched,2016,14,671,10,2.2,85,74
Server,Launched,2016,14,996,4,3.5,135,75
Server,Launched,2016,14,939,10,2.4,90,76
Server,Launched,2016,14,1552,6,3.4,135,75
Embedded,Launched,2016,14,1544,14,1.8,75,87
Server,Launched,2016,14,1329,14,1.7,65,64
Server,Launched,2016,14,1171,12,2.2,105,80
Server,Launched,2016,14,1445,14,2,105,79
Server,Launched,2016,14,2057,8,3.2,135,78
Embedded,Launched,2016,14,1832,14,2.3,105,91
Server,Launched,2016,14,1749,14,2.4,120,86
Server,Launched,2016,14,1846,16,2.1,120,84
Server,Launched,2016,14,2145,12,3,160,76
Server,Launched,2016,14,2094,14,2.6,135,89
Server,Launched,2016,14,2428,18,2.1,120,84
Server,Launched,2016,14,2891,16,2.6,145,78
Server,Launched,2016,14,2702,18,2.3,145,79
Server,Launched,2016,14,3226,20,2.2,135,90
Embedded,Launched,,14,4560,22,2.2,145,
Server,Launched,2016,14,4115,22,2.2,145,79
Server,Launched,,14,4938,22,2.4,145,
Server,Launched,2016.25,14,1219,10,1.8,105,79
Server,Launched,2016.25,14,1668,10,2.1,105,79
Server,Launched,2016.25,14,2225,10,2.6,135,82
Embedded,Launched,2016.25,14,2535,14,1.8,75,87
Server,Launched,2016.25,14,2837,12,2.1,105,80
Server,Launched,2016.25,14,3838,14,2.2,105,80
Server,Launched,2016.25,14,4616,8,2.5,135,82
Server,Launched,2016.25,14,4727,16,2.2,120,83
Server,Launched,2016.25,14,5729,18,2.2,135,87
Server,Launched,2016.25,14,7007,22,2.2,135,90
Server,Launched,2014.5,22,217,6,1.6,85,72.8
Embedded,Launched,2014.5,22,441,6,2,52,88.84
Server,Launched,2014.5,22,306,6,1.9,85,70.9
Embedded,Launched,2014.5,22,779,8,2.3,75,87.025
Server,Launched,2014.5,22,422,6,2.4,85,72.6
Server,Launched,2014.5,22,444,4,3,105,80.2
Embedded,Launched,2014.5,22,1364,10,2,75,87.025
Server,Launched,2014.5,22,671,8,2.4,85,72.1
Server,Launched,2014.5,22,612,8,1.8,55,60.4
Server,Launched,2014.5,22,996,4,3.5,135,76.6
Server,Launched,2014.5,22,944,8,2.6,90,74.3
Server,Launched,2014.5,22,1552,6,3.4,135,77.3
Server,Launched,2014.5,22,1171,10,2.3,105,78.9
Embedded,Launched,2014.5,22,1544,12,1.8,75,87.025
Server,Launched,2014.5,22,1329,12,1.8,65,63.6
Embedded,Launched,2014.5,22,1832,12,2.2,105,86.95
Embedded,Launched,2015,22,1832,12,2.2,105,91
Server,Launched,2014.5,22,1449,10,2.6,105,79
Server,Launched,2014.5,22,2057,8,3.2,135,77.8
Server,Launched,2014.5,22,1593,12,2.3,120,84.5
Server,Launched,2014.5,22,1749,12,2.5,120,84.5
Server,Launched,2014.5,22,1846,14,2,120,82.5
Server,Launched,2015.25,22,1219,10,1.7,105,77.6
Server,Launched,2015.25,22,1668,10,2,105,77.7
Server,Launched,2014.5,22,2145,10,3.1,160,74.7
Server,Launched,2015.25,22,2225,10,2.6,135,86.4
Server,Launched,2014.5,22,2094,12,2.6,135,89.9
Server,Launched,2015.25,22,2859,12,1.9,105,77.6
Server,Launched,2014.5,22,1723,8,3.2,140,66.26
Server,Launched,2014.5,22,2428,14,2.3,120,82.6
Embedded,Launched,2015.25,22,2405,12,1.7,105,87
Server,Launched,2014.5,22,1080,8,3,140,65.9
Server,Launched,2015.25,22,3838,12,2.1,105,77.6
Server,Launched,2014.5,22,586,6,3.5,140,66.7
Server,Launched,2014.5,22,2706,14,2.6,145,76.7
Server,Launched,2015.25,22,4616,6,2.9,135,84.4
Embedded,Launched,2015,22,256,4,1.8,45,92
Server,Launched,2014.5,22,372,4,3.7,140,66.2
Server,Announced,2014.5,22,,16,2.3,135,87.9
Server,Launched,2015.25,22,4727,14,2.1,120,82.5
Embedded,Launched,2015,22,472,6,2,50,93
Server,Launched,2014.5,22,297,4,3.5,140,66.2
Server,Launched,2015.25,22,5729,16,2,135,87.6
Embedded,Launched,2015,22,811,8,1.8,55,93
Server,Launched,2015.25,22,7007,18,2.1,135,87.6
Embedded,Launched,2015,22,1555,10,1.8,70,83
Embedded,Launched,2015,22,608,8,2,65,86
Server,Announced,2014.5,22,,18,2.3,145,76.4
Server,Launched,2013.5,22,2061,10,3,130,88
Server,Launched,2013.5,22,1727,10,2.8,115,82
Server,Launched,2013.5,22,2112,8,3.4,150,72
Server,Launched,2013.5,22,1556,10,2.5,115,82
Server,Launched,2013.5,22,2057,8,3.3,130,74
Server,Launched,2013.5,22,1393,10,2.2,95,75
Server,Launched,2013.5,22,1219,10,1.7,70,65
Embedded,Launched,2013.5,22,1750,10,2.4,95,87
Server,Launched,2013.5,22,1171,8,2.6,95,75
Server,Launched,2014,22,1440,10,2.4,95,80
Embedded,Launched,2013.5,22,1479,10,1.9,70,92
Server,Launched,2014,22,1219,10,1.7,60,68
Server,Launched,2013.5,22,1552,6,3.5,130,74
Server,Launched,2014,22,1107,8,2.5,95,80
Server,Launched,2014,22,4394,12,2.4,115,81
Embedded,Launched,2014,22,1424,10,1.8,70,90.9
Server,Launched,2013.5,22,889,8,2,95,75
Server,Launched,2013.5,22,996,4,3.5,130,76
Server,Launched,2014,22,3616,10,2.4,95,75
Server,Launched,2014,22,832,8,1.9,95,80
Server,Launched,2013.5,22,612,6,2.4,60,63
Server,Launched,2014,22,612,6,2.4,60,69
Server,Launched,2014,22,2725,10,2.2,95,75
Server,Launched,2013.5,22,616,6,2.6,80,71
Server,Launched,2014,22,551,6,2.5,80,76
Server,Launched,2014,22,2108,8,3.3,130,88
Embedded,Launched,2014,22,2405,10,1.9,70,92
Embedded,Launched,2013.5,22,1216,8,1.9,70,92
Embedded,Launched,2014,22,1013,8,1.8,60,89.2
Server,Launched,2013.5,22,410,6,2.1,80,71
Server,Launched,2014,22,406,6,2.2,80,76
Server,Launched,2013.5,22,1083,6,3.7,130,70
Server,Launched,2014,22,1611,8,2.6,95,75
Embedded,Launched,2013.5,22,632,6,2,50,93
Embedded,Launched,2014,22,607,6,2,50,79.1
Server,Launched,2013.5,22,583,6,3.5,130,70
Server,Launched,2014,22,1219,8,2.3,95,75
Server,Launched,2014,22,885,6,2.6,95,77
Server,Launched,2013.5,22,299,4,2.5,80,71
Server,Launched,2014,22,250,4,2.4,80,76
Server,Launched,2013.5,22,294,4,3.7,130,70
Embedded,Launched,2014,22,494,6,2.2,60,80
Server,Launched,2013.5,22,202,4,1.8,80,71
Server,Launched,2014,22,192,4,1.8,80,76
Server,Launched,2014,22,551,4,2.2,95,77
Server,End of Life,2012,32,1890,8,3.1,150,67
Server,End of Life,2012,32,1727,8,2.7,130,85
Server,End of Life,2012,32,1556,8,2.6,115,80
Server,End of Life,2012,32,1552,6,2.9,130,85
Server,End of Life,2012,32,1444,8,2.4,115,81.8
Server,End of Life,2012,32,1333,8,2.2,95,73
Embedded,Launched,2012,32,1479,8,2.1,95,88
Server,End of Life,2012,32,1112,8,2,95,77.4
Embedded,Launched,2012,32,1266,8,1.8,70,
Server,End of Life,2012,32,1107,8,1.8,70,72
Server,End of Life,2012,32,885,4,3.3,130,73
Server,End of Life,2012.25,32,1444,8,2.3,95,78
Server,End of Life,2012.25,32,1107,8,1.8,70,
Server,End of Life,2012,32,889,6,2.5,95,73
Server,End of Life,2012.25,32,1112,8,2.1,95,
Server,End of Life,2012,32,885,2,3,80,70
Embedded,Launched,2012.25,32,1266,8,1.8,70,91
Server,End of Life,2012.25,32,3620,8,2.6,115,
Server,End of Life,2012,32,662,6,2,60,69.8
Server,End of Life,2012.25,32,3620,8,2.7,130,
Server,End of Life,2012.25,32,837,6,2.4,95,
Server,End of Life,2012,32,616,6,2.3,95,77.4
Server,End of Life,2012,32,1083,6,3.3,130,64
Server,End of Life,2012.25,32,662,6,2,60,
Server,End of Life,2012.25,32,554,6,2.2,95,
Server,End of Life,2012.25,32,2730,8,2.4,95,
Embedded,Launched,2012.25,32,692,6,1.8,60,89
Server,End of Life,2012.25,32,1616,8,2.2,95,
Server,End of Life,2012,32,583,6,3.2,130,64
Server,Launched,2012,32,410,6,2,95,77.4
Server,End of Life,2012.25,32,391,6,1.9,95,
Server,End of Life,2012.25,32,1611,6,2.9,130,
Embedded,Launched,2012.25,32,428,4,2,50,91
Server,End of Life,2012.25,32,480,6,1.8,60,
Server,End of Life,2012,32,294,4,3.6,130,64
Server,End of Life,2012,32,299,4,2.4,80,70
Server,End of Life,2012.25,32,1223,6,2.4,95,
Server,End of Life,2012.25,32,251,4,2.2,80,
Server,End of Life,2012.25,32,889,6,2.2,95,
Server,End of Life,2012.25,32,195,4,1.8,80,
Server,End of Life,2012.25,32,555,4,2,95,
Server,End of Life,2012,32,207,4,1.8,80,70
Server,Launched,2017,14,224,4,3.3,73,
Server,Launched,2017,14,261,4,3.5,72,
Server,Launched,2017,14,282,4,3.7,72,
Server,Launched,2017,14,294,4,3.7,73,
Server,Launched,2017,14,339,4,3.8,72,
Server,Launched,2017,14,339,4,3.8,73,
Server,Launched,2017,14,383,4,3.9,72,
Server,Launched,2017.5,14,450,4,4.1,79,
Embedded,Launched,2017.25,14,,4,2.1,25,100
Embedded,Launched,2017.25,14,,4,2.9,45,100
Embedded,Launched,2017,14,433,4,2.2,25,100
Mobile,Launched,2017,14,434,4,3,45,100
Mobile,Launched,2017,14,623,4,3.1,45,100
Server,Launched,2015.75,14,224,4,3.3,80,
Server,Launched,2015.75,14,261,4,3.4,80,
Server,Launched,2015.75,14,282,4,3.5,80,
Server,Launched,2015.75,14,250,4,2,25,
Server,Launched,2015.75,14,278,4,2.1,25,
Server,Launched,2015.75,14,294,4,3.5,80,
Server,Launched,2015.75,14,294,4,2.9,45,
Embedded,Launched,2015.75,14,377,4,2.4,35,
Server,Launched,2015.75,14,339,4,3.6,80,
Server,Launched,2015.75,14,350,4,3.6,80,
Server,Launched,2015.75,14,612,4,3.7,80,
Mobile,Launched,2015.5,14,434,4,2.8,45,100
Embedded,Launched,2015.75,14,433,4,2,25,100
Mobile,Launched,2016,14,489,4,2.8,45,100
Mobile,Launched,2015.5,14,623,4,2.9,45,100
Mobile,Launched,2016,14,679,4,2.9,45,100
Embedded,Launched,2016.25,14,396,4,1.9,45,100
Server,Launched,2016.25,14,417,4,2.5,35,100
Mobile,Launched,2016,14,1207,4,3,45,100
Embedded,Launched,2016.25,14,449,4,2,45,100
Server,Launched,2016.25,14,445,4,3,45,100
Server,Launched,2016.25,14,556,4,3.5,65,100
Server,Launched,2015.25,14,417,4,2.3,35,
Embedded,Launched,2015.25,14,449,4,2,47,105
Server,Launched,2015.25,14,556,4,3.5,95,
Server,Launched,2015.25,14,445,4,3.4,65,
Server,Launched,2013.5,22,,2,1.1,13,
Server,Launched,2014.25,22,224,4,3.3,84,
Server,Launched,2013.25,22,224,4,3.2,84,
Server,End of Life,2013.25,22,250,4,3.3,80,
Server,Launched,2013.25,22,250,4,1.8,25,
Server,Launched,2014.25,22,250,4,3.4,80,
Server,End of Life,2013.25,22,273,4,3.4,80,
Server,Launched,2014.25,22,278,4,2,25,
Server,Launched,2014.25,22,273,4,3.5,80,
Server,End of Life,2013.25,22,287,4,3.4,84,
Server,Launched,2014.25,22,287,4,3.5,84,
Server,End of Life,2013.25,22,350,4,3.5,84,
Server,Launched,2013.25,22,294,4,2.5,45,
Server,Launched,2014.25,22,339,4,3.6,80,
Embedded,Launched,2013.25,22,377,4,2.3,45,
Server,End of Life,2013.25,22,339,4,3.5,80,
Server,Launched,2014.25,22,328,4,2.7,45,
Server,End of Life,2013.25,22,612,4,3.6,82,
Server,Launched,2014.25,22,350,4,3.6,84,
Server,Launched,2014.25,22,612,4,3.7,82,
Server,End of Life,2013.25,22,662,4,3.6,84,
Server,End of Life,2013.25,22,,4,3.1,65,
Server,End of Life,2014.25,22,662,4,3.7,84,
Server,End of Life,2014.25,22,774,4,3.2,65,
Embedded,Launched,2013.5,22,389,4,1.8,25,100
Embedded,Launched,2013.5,22,545,4,2.5,40,100
Server,End of Life,2012.25,22,189,2,2.3,17,
Server,End of Life,2012.25,22,203,4,3.1,69,
Server,Launched,2012.25,22,224,4,3.2,77,
Server,End of Life,2012.25,22,230,4,3.3,69,65.8
Server,End of Life,2012.25,22,261,4,3.4,69,
Server,End of Life,2012.25,22,273,4,3.4,77,
Server,End of Life,2012.25,22,305,4,2.5,45,
Server,End of Life,2012.25,22,339,4,3.5,69,
Server,End of Life,2012.25,22,623,4,3.6,69,
Server,Launched,2012.25,22,350,4,3.5,77,
Server,End of Life,2012.25,22,,4,3.7,87,
Embedded,Launched,2012.25,,519,4,2,40,100
Server,End of Life,2011.25,32,203,4,3.1,80,69.1
Server,End of Life,2011.25,32,189,2,2.2,20,77.5
Server,End of Life,2011.25,32,209,4,3.1,95,72.6
Server,End of Life,2011.25,32,230,4,3.2,80,69.1
Server,End of Life,2011.25,32,261,4,3.3,80,69.1
Server,End of Life,2011.25,32,250,4,3.2,95,72.6
Server,End of Life,2011.25,32,273,4,3.3,95,72.6
Server,End of Life,2011.25,32,294,4,2.4,45,58.6
Server,End of Life,2011.25,32,350,4,3.4,95,72.6
Server,End of Life,2011.25,32,339,4,3.4,80,69.1
Server,End of Life,2011.25,32,623,4,3.5,95,73.6
Server,Launched,2015.75,14,234,4,2.2,35,
Server,Launched,2015,14,199,4,2.2,45,80
Server,Launched,2015.75,14,199,4,2.4,45,
Server,Launched,2017.5,14,256,4,2,45,
Server,Launched,2015.75,14,259,4,2.2,35,
Server,Launched,2015.75,14,389,6,1.9,35,
Server,Launched,2016.25,14,324,4,1.3,20,
Server,Launched,2015.75,14,348,6,2.2,45,
Server,Launched,2017.5,14,470,6,2.1,45,
Server,Launched,2015.75,14,571,8,1.7,35,
Server,Launched,2016.25,14,590,8,1.6,35,
Server,Launched,2015,14,581,8,2,45,80
Server,Launched,2015.75,14,581,8,2.1,45,
Server,Launched,2017.5,14,652,8,1.9,45,
Server,Launched,2015.75,14,675,8,2,45,
Server,Launched,2016.25,14,883,12,1.5,45,
Server,Launched,2016,14,844,12,1.5,45,
Server,Launched,2016,14,1299,12,2.1,65,
Server,Launched,2017.5,14,855,8,2.3,65,
Server,Launched,2016,14,1222,16,1.3,45,
Server,Launched,2016,14,1477,16,1.3,45,
Server,End of Life,2011,32,227,4,2.13,80,
Server,End of Life,2003.5,130,,1,2.4,40,81
Server,End of Life,2004.25,90,,1,2.8,55,86
Server,Launched,2011,32,279,4,2.26,80,
Server,End of Life,2002.5,130,,1,1.6,30,81
Server,Launched,2010,32,391,4,2.4,80,77.6
Server,End of Interactive Support,,130,,1,3,85,73
Server,End of Life,2010,32,554,4,2.53,80,77.6
Server,End of Interactive Support,,130,3692,1,3,85,71
Server,Launched,,90,,1,3.8,110,73
Server,End of Life,2010,32,777,4,2.66,80,77.6
Server,End of Interactive Support,,130,,1,2.8,74,75
Server,Launched,,90,,1,3.8,110,73
Server,Launched,2010,32,554,6,2.4,80,76.2
Server,End of Interactive Support,,130,3692,1,2.8,72,69
Server,Launched,2011,32,777,6,2.53,80,76.2
Server,End of Interactive Support,,130,1980,1,2.7,80,70
Server,Launched,,90,,1,3.6,110,73
Server,End of Life,2010,32,440,4,1.86,40,63.1
Server,Launched,,90,,1,3.6,110,72
Server,End of Interactive Support,,130,,1,2.6,60,74
Server,Launched,2010,32,437,4,1.87,40,87
Server,Launched,2009,45,,2,1.86,80,76
Server,End of Life,2007.75,45,231,4,2,80,67
Server,End of Interactive Support,,130,1980,1,2.5,66,70
Server,End of Life,,90,,1,3.6,103,72
Server,End of Life,2010,32,554,4,2.13,40,63.1
Server,Launched,2010,45,,2,2,80,76
Server,End of Life,2007.75,45,284,4,2.33,80,67
Server,End of Interactive Support,,130,,1,2.4,65,74
Server,Launched,,90,,1,3.4,110,73
Server,Launched,2009,45,221,4,2,80,76
Server,Launched,2010,32,525,6,2,60,85
Server,End of Life,2007.75,45,347,4,2.5,80,67
Server,End of Interactive Support,,90,,1,3.4,110,72
Server,End of Interactive Support,,130,,1,2.2,61,75
Server,Launched,2009,45,,4,2.13,80,76
Server,End of Life,2007.75,45,,2,1.86,65,66
Server,End of Life,2007.75,45,491,4,2.66,80,67
Server,End of Interactive Support,,130,1177,1,2.2,65,65
Server,End of Life,,90,,1,3.4,103,72
Server,End of Life,2010,32,999,6,2.26,60,69.4
Server,Launched,2010,45,,4,2.26,80,76
Server,Launched,2008,45,317,2,2.33,65,66
Server,Launched,2008,45,735,4,2.83,80,67
Server,End of Life,2006,65,,2,1.66,15,100
Server,Launched,,130,,1,2,58,70
Server,Launched,,90,,1,3.2,110,73
Server,End of Life,2011,32,774,4,2.93,130,80.4
Server,Launched,2009,45,,4,2.26,80,72
Server,End of Life,2007.75,45,969,4,3,80,67
Embedded,Launched,2008,45,649,2,3,65,66
