Vertical Segment,Status,Launch Date,Lithography,Recommended Customer Price,total Cores,total Threads,Processor Base Frequency,TDP,Max Memory Bandwidth,T
Server,Launched,Q3'13,22 nm,$406.00 - $410.00,6,12,2.10 GHz,80 W,51.2 GB/s,71°C 
Server,Launched,Q1'14,22 nm,$406.00 ,6,12,2.20 GHz,80 W,38.4 GB/s,76°C 
Server,Launched,Q3'13,22 nm,$1080.00 - $1083.00,6,12,3.70 GHz,130 W,59.7 GB/s,70°C
Server,Launched,Q1'14,22 nm,"$1,611.00 ",8,16,2.60 GHz,95 W,51.2 GB/s,75°C
Embedded,Launched,Q3'13,22 nm,$632.00 ,6,12,2.00 GHz,50 W,42.6 GB/s,93°C 
Embedded,Launched,Q1'14,22 nm,$607.00 ,6,12,2.00 GHz,50 W,32 GB/s,79.1°C 
Server,Launched,Q3'13,22 nm,$583.00 ,6,12,3.50 GHz,130 W,59.7 GB/s,70°C
Server,Launched,Q1'14,22 nm,"$1,219.00 ",8,16,2.30 GHz,95 W,51.2 GB/s,75°C
Server,Launched,Q1'14,22 nm,$885.00 ,6,12,2.60 GHz,95 W,42.6 GB/s,77°C 
Server,Launched,Q3'13,22 nm,$294.00 - $299.00,4,4,2.50 GHz,80 W,42.6 GB/s,71°C 
Server,Launched,Q1'14,22 nm,$250.00 ,4,4,2.40 GHz,80 W,32 GB/s,76°C 
Server,Launched,Q3'13,22 nm,$294.00 ,4,8,3.70 GHz,130 W,59.7 GB/s,70°C
Embedded,Launched,Q1'14,22 nm,$494.00 ,6,12,2.20 GHz,60 W,38.4 GB/s,80°C
Server,Launched,Q3'13,22 nm,$202.00 ,4,4,1.80 GHz,80 W,42.6 GB/s,71°C 
Server,Launched,Q1'14,22 nm,$192.00 ,4,4,1.80 GHz,80 W,32 GB/s,76°C 
Server,Launched,Q1'14,22 nm,$551.00 ,4,8,2.20 GHz,95 W,42.6 GB/s,77°C 
Server,End of Life,Q1'12,32 nm,$1885.00 - $1890.00,8,16,3.10 GHz,150 W,51.2 GB/s,67°C
Server,End of Life,Q1'12,32 nm,$1723.00 - $1727.00,8,16,2.70 GHz,130 W,51.2 GB/s,85°C
Server,End of Life,Q1'12,32 nm,$1552.00 - $1556.00,8,16,2.60 GHz,115 W,51.2 GB/s,80.0°C 
Server,End of Life,Q1'12,32 nm,"$1,552.00 ",6,12,2.90 GHz,130 W,51.2 GB/s,85.0°C 
Server,End of Life,Q1'12,32 nm,$1440.00 - $1444.00,8,16,2.40 GHz,115 W,51.2 GB/s,81.8°C 
Server,End of Life,Q1'12,32 nm,$1329.00 - $1333.00,8,16,2.20 GHz,95 W,51.2 GB/s,73 °C 
Embedded,Launched,Q1'12,32 nm,"$1,479.00 ",8,16,2.10 GHz,95 W,51.2 GB/s,88°C
Server,End of Life,Q1'12,32 nm,$1107.00 - $1112.00,8,16,2.00 GHz,95 W,51.2 GB/s,77.4°C 
Embedded,Launched,Q1'12,32 nm,"$1,266.00 ",8,16,1.80 GHz,70 W,,
Server,End of Life,Q1'12,32 nm,"$1,107.00 ",8,16,1.80 GHz,70 W,51.2 GB/s,72.0°C 
Server,End of Life,Q1'12,32 nm,$885.00 ,4,8,3.30 GHz,130 W,51.2 GB/s,73°C 
Server,End of Life,Q2'12,32 nm,$1440.00 - $1444.00,8,16,2.30 GHz,95 W,38.4 GB/s,78
Server,End of Life,Q2'12,32 nm,"$1,107.00 ",8,16,1.80 GHz,70 W,38.4 GB/s,
Server,End of Life,Q1'12,32 nm,$885.00 - $889.00,6,12,2.50 GHz,95 W,42.6 GB/s,73 °C 
Server,End of Life,Q2'12,32 nm,$1107.00 - $1112.00,8,16,2.10 GHz,95 W,38.4 GB/s,
Server,End of Life,Q1'12,32 nm,$885.00 ,2,4,3.00 GHz,80 W,51.2 GB/s,70.0°C 
Embedded,Launched,Q2'12,32 nm,"$1,266.00 ",8,16,1.80 GHz,70 W,,91°C 
Server,End of Life,Q2'12,32 nm,$3616.00 - $3620.00,8,16,2.60 GHz,115 W,51.2 GB/s,
Server,End of Life,Q1'12,32 nm,$662.00 ,6,12,2.00 GHz,60 W,42.6 GB/s,69.8°C
Server,End of Life,Q2'12,32 nm,$3616.00 - $3620.00,8,16,2.70 GHz,130 W,51.2 GB/s,
Server,End of Life,Q2'12,32 nm,$832.00 - $837.00,6,12,2.40 GHz,95 W,32 GB/s,
Server,End of Life,Q1'12,32 nm,$612.00 - $616.00,6,12,2.30 GHz,95 W,42.6 GB/s,77.4°C 
Server,End of Life,Q1'12,32 nm,$1080.00 - $1083.00,6,12,3.30 GHz,130 W,51.2 GB/s,64°C
Server,End of Life,Q2'12,32 nm,$662.00 ,6,12,2.00 GHz,60 W,32 GB/s,
Server,End of Life,Q2'12,32 nm,$519.00 - $554.00,6,12,2.20 GHz,95 W,32 GB/s,
Server,End of Life,Q2'12,32 nm,$2725.00 - $2730.00,8,16,2.40 GHz,95 W,51.2 GB/s,
Embedded,Launched,Q2'12,32 nm,$692.00 ,6,12,1.80 GHz,60 W,,89°C 
Server,End of Life,Q2'12,32 nm,$1611.00 - $1616.00,8,16,2.20 GHz,95 W,42.6 GB/s,
Server,End of Life,Q1'12,32 nm,$583.00 ,6,12,3.20 GHz,130 W,51.2 GB/s,64.0°C 
Server,Launched,Q1'12,32 nm,$360.00 - $410.00,6,12,2.00 GHz,95 W,42.6 GB/s,77.4°C
Server,End of Life,Q2'12,32 nm,$387.00 - $391.00,6,12,1.90 GHz,95 W,32 GB/s,
Server,End of Life,Q2'12,32 nm,"$1,611.00 ",6,6,2.90 GHz,130 W,51.2 GB/s,
Embedded,Launched,Q2'12,32 nm,$428.00 ,4,8,2.00 GHz,50 W,,91°C 
Server,End of Life,Q2'12,32 nm,$480.00 ,6,12,1.80 GHz,60 W,32 GB/s,
Server,End of Life,Q1'12,32 nm,$294.00 ,4,8,3.60 GHz,130 W,51.2 GB/s,64.0 °C 
Server,End of Life,Q1'12,32 nm,$294.00 - $299.00,4,4,2.40 GHz,80 W,34.1 GB/s,70.0°C
Server,End of Life,Q2'12,32 nm,$1219.00 - $1223.00,6,12,2.40 GHz,95 W,42.6 GB/s,
Server,End of Life,Q2'12,32 nm,$250.00 - $251.00,4,4,2.20 GHz,80 W,25 GB/s,
Server,End of Life,Q2'12,32 nm,$885.00 - $889.00,6,12,2.20 GHz,95 W,34.1 GB/s,
Server,End of Life,Q2'12,32 nm,$188.00 - $195.00,4,4,1.80 GHz,80 W,25 GB/s,
Server,End of Life,Q2'12,32 nm,$551.00 - $555.00,4,8,2.00 GHz,95 W,34.1 GB/s,
Server,End of Life,Q1'12,32 nm,$198.00 - $207.00,4,4,1.80 GHz,80 W,34.1 GB/s,70.0°C 
Server,Launched,Q1'17,14 nm,$213.00 - $224.00,4,4,3.30 GHz,73 W,37.5 GB/s,
Server,Launched,Q1'17,14 nm,$250.00 - $261.00,4,8,3.50 GHz,72 W,37.5 GB/s,
Server,Launched,Q1'17,14 nm,$272.00 - $282.00,4,8,3.70 GHz,72 W,37.5 GB/s,
Server,Launched,Q1'17,14 nm,$284.00 - $294.00,4,8,3.70 GHz,73 W,37.5 GB/s,
Server,Launched,Q1'17,14 nm,$328.00 - $339.00,4,8,3.80 GHz,72 W,37.5 GB/s,
Server,Launched,Q1'17,14 nm,$339.00 ,4,8,3.80 GHz,73 W,37.5 GB/s,
Server,Launched,Q1'17,14 nm,$383.00 ,4,8,3.90 GHz,72 W,37.5 GB/s,
Server,Launched,Q3'17,14 nm,$450.00 ,4,8,4.10 GHz,79 W,37.5 GB/s,
Embedded,Launched,Q2'17,14 nm,N/A,4,4,2.10 GHz,25 W,34.1 GB/s,100°C 
Embedded,Launched,Q2'17,14 nm,N/A,4,4,2.90 GHz,45 W,34.1 GB/s,100°C 
Embedded,Launched,Q1'17,14 nm,$433.00 ,4,8,2.20 GHz,25 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$434.00 ,4,8,3.00 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$623.00 ,4,8,3.10 GHz,45 W,34.1 GB/s,100°C
Server,Launched,Q4'15,14 nm,$213.00 - $224.00,4,4,3.30 GHz,80 W,34.1 GB/s,
Server,Launched,Q4'15,14 nm,$250.00 - $261.00,4,8,3.40 GHz,80 W,34.1 GB/s,
Server,Launched,Q4'15,14 nm,$272.00 - $282.00,4,8,3.50 GHz,80 W,34.1 GB/s,
Server,Launched,Q4'15,14 nm,$250.00 ,4,4,2.00 GHz,25 W,34.1 GB/s,
Server,Launched,Q4'15,14 nm,$278.00 ,4,8,2.10 GHz,25 W,34.1 GB/s,
Server,Launched,Q4'15,14 nm,$284.00 - $294.00,4,8,3.50 GHz,80 W,34.1 GB/s,
Server,Launched,Q4'15,14 nm,$294.00 ,4,8,2.90 GHz,45 W,34.1 GB/s,
Embedded,Launched,Q4'15,14 nm,$377.00 ,4,8,2.40 GHz,35 W,34.1 GB/s,
Server,Launched,Q4'15,14 nm,$328.00 - $339.00,4,8,3.60 GHz,80 W,34.1 GB/s,
Server,Launched,Q4'15,14 nm,$339.00 - $350.00,4,8,3.60 GHz,80 W,34.1 GB/s,
Server,Launched,Q4'15,14 nm,$612.00 ,4,8,3.70 GHz,80 W,34.1 GB/s,
Mobile,Launched,Q3'15,14 nm,$434.00 ,4,8,2.80 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,Q4'15,14 nm,$433.00 ,4,8,2.00 GHz,25 W,34.1 GB/s,100°C
Mobile,Launched,Q1'16,14 nm,$489.00 ,4,8,2.80 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,Q3'15,14 nm,$623.00 ,4,8,2.90 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,Q1'16,14 nm,$679.00 ,4,8,2.90 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,Q2'16,14 nm,$396.00 ,4,8,1.90 GHz,45 W,,100
Server,Launched,Q2'16,14 nm,$417.00 ,4,8,2.50 GHz,35 W,,".,100"
Mobile,Launched,Q1'16,14 nm,"$1,207.00 ",4,8,3.00 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,Q2'16,14 nm,$449.00 ,4,8,2.00 GHz,45 W,,100
Server,Launched,Q2'16,14 nm,$445.00 ,4,8,3.00 GHz,45 W,,".,100"
Server,Launched,Q2'16,14 nm,$556.00 ,4,8,3.50 GHz,65 W,,".,100"
Server,Launched,Q2'15,14 nm,$417.00 ,4,8,2.30 GHz,35 W,29.8 GB/s,
Embedded,Launched,Q2'15,14 nm,$449.00 ,4,8,2.00 GHz,47 W,25.6 GB/s,105°C
Server,Launched,Q2'15,14 nm,$556.00 ,4,8,3.50 GHz,95 W,29.8 GB/s,
Server,Launched,Q2'15,14 nm,$445.00 ,4,8,3.40 GHz,65 W,29.8 GB/s,
Server,Launched,Q3'13,22 nm,N/A,2,4,1.10 GHz,13 W,25.6 GB/s,
Server,Launched,Q2'14,22 nm,$213.00 - $224.00,4,4,3.30 GHz,84 W,25.6 GB/s,
Server,Launched,Q2'13,22 nm,$213.00 - $224.00,4,4,3.20 GHz,84 W,25.6 GB/s,
Server,End of Life,Q2'13,22 nm,$240.00 - $250.00,4,8,3.30 GHz,80 W,25.6 GB/s,
Server,Launched,Q2'13,22 nm,$250.00 ,4,8,1.80 GHz,25 W,25.6 GB/s,
Server,Launched,Q2'14,22 nm,$240.00 - $250.00,4,8,3.40 GHz,80 W,25.6 GB/s,
Server,End of Life,Q2'13,22 nm,$262.00 - $273.00,4,8,3.40 GHz,80 W,25.6 GB/s,
Server,Launched,Q2'14,22 nm,$278.00 ,4,8,2.00 GHz,25 W,25.6 GB/s,
Server,Launched,Q2'14,22 nm,$262.00 - $273.00,4,8,3.50 GHz,80 W,25.6 GB/s,
Server,End of Life,Q2'13,22 nm,$276.00 - $287.00,4,8,3.40 GHz,84 W,25.6 GB/s,
Server,Launched,Q2'14,22 nm,$276.00 - $287.00,4,8,3.50 GHz,84 W,25.6 GB/s,
Server,End of Life,Q2'13,22 nm,$339.00 - $350.00,4,8,3.50 GHz,84 W,25.6 GB/s,
Server,Launched,Q2'13,22 nm,$294.00 ,4,8,2.50 GHz,45 W,25.6 GB/s,
Server,Launched,Q2'14,22 nm,$328.00 - $339.00,4,8,3.60 GHz,80 W,25.6 GB/s,
Embedded,Launched,Q2'13,22 nm,$377.00 ,4,8,2.30 GHz,45 W,25.6 GB/s,
Server,End of Life,Q2'13,22 nm,$328.00 - $339.00,4,8,3.50 GHz,80 W,25.6 GB/s,
Server,Launched,Q2'14,22 nm,$328.00 ,4,8,2.70 GHz,45 W,25.6 GB/s,
Server,End of Life,Q2'13,22 nm,$612.00 ,4,8,3.60 GHz,82 W,25.6 GB/s,
Server,Launched,Q2'14,22 nm,$339.00 - $350.00,4,8,3.60 GHz,84 W,25.6 GB/s,
Server,Launched,Q2'14,22 nm,$612.00 ,4,8,3.70 GHz,82 W,25.6 GB/s,
Server,End of Life,Q2'13,22 nm,$662.00 ,4,8,3.60 GHz,84 W,25.6 GB/s,
Server,End of Life,Q2'13,22 nm,N/A,4,8,3.10 GHz,65 W,25.6 GB/s,
Server,End of Life,Q2'14,22 nm,$662.00 ,4,8,3.70 GHz,84 W,25.6 GB/s,
Server,End of Life,Q2'14,22 nm,$774.00 ,4,8,3.20 GHz,65 W,25.6 GB/s,
Embedded,Launched,Q3'13,22 nm,$389.00 ,4,8,1.80 GHz,25 W,25.6 GB/s,100°C
Embedded,Launched,Q3'13,22 nm,$545.00 ,4,8,2.50 GHz,40 W,25.6 GB/s,100°C
Server,End of Life,Q2'12,22 nm,$189.00 ,2,4,2.30 GHz,17 W,25.6 GB/s,
Server,End of Life,Q2'12,22 nm,$189.00 - $203.00,4,4,3.10 GHz,69 W,25.6 GB/s,
Server,Launched,Q2'12,22 nm,$186.00 - $224.00,4,4,3.20 GHz,77 W,25.6 GB/s,
Server,End of Life,Q2'12,22 nm,$215.00 - $230.00,4,8,3.30 GHz,69 W,25.6 GB/s,65.8°C
Server,End of Life,Q2'12,22 nm,$250.00 - $261.00,4,8,3.40 GHz,69 W,25.6 GB/s,
Server,End of Life,Q2'12,22 nm,$266.00 - $273.00,4,8,3.40 GHz,77 W,25.6 GB/s,
Server,End of Life,Q2'12,22 nm,$294.00 - $305.00,4,8,2.50 GHz,45 W,,
Server,End of Life,Q2'12,22 nm,$328.00 - $339.00,4,8,3.50 GHz,69 W,25.6 GB/s,
Server,End of Life,Q2'12,22 nm,$623.00 ,4,8,3.60 GHz,69 W,25.6 GB/s,
Server,Launched,Q2'12,22 nm,$319.00 - $350.00,4,8,3.50 GHz,77 W,25.6 GB/s,
Server,End of Life,Q2'12,22 nm,N/A,4,8,3.70 GHz,87 W,25.6 GB/s,
Embedded,Launched,Q2'12,,$519.00 ,4,8,2.00 GHz,40 W,25.6 GB/s,100°C
Server,End of Life,Q2'11,32 nm,$189.00 - $203.00,4,4,3.10 GHz,80 W,21 GB/s,69.1°C
Server,End of Life,Q2'11,32 nm,$189.00 ,2,4,2.20 GHz,20 W,21 GB/s,77.5°C
Server,End of Life,Q2'11,32 nm,$175.00 - $209.00,4,4,3.10 GHz,95 W,21 GB/s,72.6°C
Server,End of Life,Q2'11,32 nm,$230.00 ,4,8,3.20 GHz,80 W,21 GB/s,69.1°C
Server,End of Life,Q2'11,32 nm,$250.00 - $261.00,4,8,3.30 GHz,80 W,21 GB/s,69.1°C
Server,End of Life,Q2'11,32 nm,$250.00 ,4,8,3.20 GHz,95 W,21 GB/s,72.6°C
Server,End of Life,Q2'11,32 nm,$262.00 - $273.00,4,8,3.30 GHz,95 W,21 GB/s,72.6°C
Server,End of Life,Q2'11,32 nm,$294.00 ,4,8,2.40 GHz,45 W,21 GB/s,58.6°C
Server,End of Life,Q2'11,32 nm,$315.00 - $350.00,4,8,3.40 GHz,95 W,21 GB/s,72.6°C
Server,End of Life,Q2'11,32 nm,$328.00 - $339.00,4,8,3.40 GHz,80 W,21 GB/s,69.1°C
Server,End of Life,Q2'11,32 nm,$612.00 - $623.00,4,8,3.50 GHz,95 W,21 GB/s,73.6°C
Server,Launched,Q4'15,14 nm,$234.00 ,4,8,2.20 GHz,35 W,,
Server,Launched,Q1'15,14 nm,$199.00 ,4,8,2.20 GHz,45 W,,80°C 
Server,Launched,Q4'15,14 nm,$199.00 ,4,8,2.40 GHz,45 W,,
Server,Launched,Q3'17,14 nm,$256.00 ,4,8,2.00 GHz,45 W,,
Server,Launched,Q4'15,14 nm,$259.00 ,4,8,2.20 GHz,35 W,,
Server,Launched,Q4'15,14 nm,$389.00 ,6,12,1.90 GHz,35 W,,
Server,Launched,Q2'16,14 nm,$324.00 ,4,8,1.30 GHz,20 W,,
Server,Launched,Q4'15,14 nm,$348.00 ,6,12,2.20 GHz,45 W,,
Server,Launched,Q3'17,14 nm,$470.00 ,6,12,2.10 GHz,45 W,,
Server,Launched,Q4'15,14 nm,$571.00 ,8,16,1.70 GHz,35 W,,
Server,Launched,Q2'16,14 nm,$590.00 ,8,16,1.60 GHz,35 W,,
Server,Launched,Q1'15,14 nm,$581.00 ,8,16,2.00 GHz,45 W,,80°C 
Server,Launched,Q4'15,14 nm,$581.00 ,8,16,2.10 GHz,45 W,,
Server,Launched,Q3'17,14 nm,$652.00 ,8,16,1.90 GHz,45 W,,
Server,Launched,Q4'15,14 nm,$675.00 ,8,16,2.00 GHz,45 W,,
Server,Launched,Q2'16,14 nm,$883.00 ,12,24,1.50 GHz,45 W,,
Server,Launched,Q1'16,14 nm,$844.00 ,12,24,1.50 GHz,45 W,,
Server,Launched,Q1'16,14 nm,"$1,299.00 ",12,24,2.10 GHz,65 W,,
Server,Launched,Q3'17,14 nm,$855.00 ,8,16,2.30 GHz,65 W,,
Server,Launched,Q1'16,14 nm,"$1,222.00 ",16,32,1.30 GHz,45 W,,
Server,Launched,Q1'16,14 nm,"$1,477.00 ",16,32,1.30 GHz,45 W,,
Server,End of Life,Q1'11,32 nm,$219.00 - $227.00,4,4,2.13 GHz,80 W,25.6 GB/s,
Server,End of Life,Q3'03,130 nm,N/A,1,NA,2.40 GHz,40 W,,81°C
Server,End of Life,Q2'04,90 nm,N/A,1,NA,2.80 GHz,55 W,,86°C
Server,Launched,Q1'11,32 nm,$276.00 - $279.00,4,4,2.26 GHz,80 W,25.6 GB/s,
Server,End of Life,Q3'02,130 nm,N/A,1,NA,1.60 GHz,30 W,,81°C
Server,Launched,Q1'10,32 nm,$369.00 - $391.00,4,8,2.40 GHz,80 W,25.6 GB/s,77.6°C
Server,End of Interactive Support,,130 nm,N/A,1,NA,3.00 GHz,85 W,,73°C
Server,End of Life,Q1'10,32 nm,$551.00 - $554.00,4,8,2.53 GHz,80 W,25.6 GB/s,77.6°C
Server,End of Interactive Support,,130 nm,"$3,692.00 ",1,NA,3.00 GHz,85 W,,71°C
Server,Launched,,90 nm,N/A,1,NA,3.80 GHz,110 W,,73°C
Server,End of Life,Q1'10,32 nm,$774.00 - $777.00,4,8,2.66 GHz,80 W,25.6 GB/s,77.6°C
Server,End of Interactive Support,,130 nm,N/A,1,NA,2.80 GHz,74 W,,C1=70°C; D1=75°C
Server,Launched,,90 nm,N/A,1,NA,3.80 GHz,110 W,,73°C
Server,Launched,Q1'10,32 nm,$525.00 - $554.00,6,12,2.40 GHz,80 W,32 GB/s,76.2°C
Server,End of Interactive Support,,130 nm,"$3,692.00 ",1,NA,2.80 GHz,72 W,,69°C
Server,Launched,Q1'11,32 nm,$774.00 - $777.00,6,12,2.53 GHz,80 W,32 GB/s,76.2°C
Server,End of Interactive Support,,130 nm,"$1,980.00 ",1,NA,2.70 GHz,80 W,,70°C
Server,Launched,,90 nm,N/A,1,NA,3.60 GHz,110 W,,73°C
Server,End of Life,Q1'10,32 nm,$440.00 ,4,4,1.86 GHz,40 W,25.6 GB/s,63.1°C
Server,Launched,,90 nm,N/A,1,NA,3.60 GHz,110 W,,72°C
Server,End of Interactive Support,,130 nm,N/A,1,NA,2.60 GHz,60 W,,74°C
Server,Launched,Q1'10,32 nm,$437.00 ,4,8,1.87 GHz,40 W,,87°C
Server,Launched,Q1'09,45 nm,N/A,2,2,1.86 GHz,80 W,19.2 GB/s,76°C
Server,End of Life,Q4'07,45 nm,$231.00 ,4,NA,2.00 GHz,80 W,,67°C
Server,End of Interactive Support,,130 nm,"$1,980.00 ",1,NA,2.50 GHz,66 W,,70°C
Server,End of Life,,90 nm,N/A,1,NA,3.60 GHz,103 W,,72°C
Server,End of Life,Q1'10,32 nm,$551.00 - $554.00,4,8,2.13 GHz,40 W,25.6 GB/s,63.1°C
Server,Launched,Q1'10,45 nm,N/A,2,2,2.00 GHz,80 W,19.2 GB/s,76°C
Server,End of Life,Q4'07,45 nm,$284.00 ,4,NA,2.33 GHz,80 W,,67°C
Server,End of Interactive Support,,130 nm,N/A,1,NA,2.40 GHz,65 W,,B0=71°C; C1+D1=74°C
Server,Launched,,90 nm,N/A,1,NA,3.40 GHz,110 W,,73°C
Server,Launched,Q1'09,45 nm,$221.00 ,4,4,2.00 GHz,80 W,19.2 GB/s,76°C
Server,Launched,Q1'10,32 nm,$525.00 ,6,12,2.00 GHz,60 W,,85°C
Server,End of Life,Q4'07,45 nm,$347.00 ,4,NA,2.50 GHz,80 W,,67°C
Server,End of Interactive Support,,90 nm,N/A,1,NA,3.40 GHz,110 W,,72°C
Server,End of Interactive Support,,130 nm,N/A,1,NA,2.20 GHz,61 W,,B0=72°C; C1+D1=75°C
Server,Launched,Q1'09,45 nm,N/A,4,4,2.13 GHz,80 W,19.2 GB/s,76°C
Server,End of Life,Q4'07,45 nm,N/A,2,NA,1.86 GHz,65 W,,66°C
Server,End of Life,Q4'07,45 nm,$491.00 ,4,NA,2.66 GHz,80 W,,67°C
Server,End of Interactive Support,,130 nm,"$1,177.00 ",1,NA,2.20 GHz,65 W,,65°C
Server,End of Life,,90 nm,N/A,1,NA,3.40 GHz,103 W,,72°C
Server,End of Life,Q1'10,32 nm,$996.00 - $999.00,6,12,2.26 GHz,60 W,32 GB/s,69.4°C
Server,Launched,Q1'10,45 nm,N/A,4,4,2.26 GHz,80 W,19.2 GB/s,76°C
Server,Launched,Q1'08,45 nm,$317.00 ,2,NA,2.33 GHz,65 W,,66°C
Server,Launched,Q1'08,45 nm,$703.00 - $735.00,4,NA,2.83 GHz,80 W,,67°C
Server,End of Life,Q1'06,65 nm,N/A,2,NA,1.66 GHz,15 W,,100°C
Server,Launched,,130 nm,N/A,1,NA,2.00 GHz,58 W,,70°C
Server,Launched,,90 nm,N/A,1,NA,3.20 GHz,110 W,,73°C
Server,End of Life,Q1'11,32 nm,$774.00 ,4,8,2.93 GHz,130 W,25.6 GB/s,80.4°C
Server,Launched,Q1'09,45 nm,N/A,4,8,2.26 GHz,80 W,25.6 GB/s,72°C
Server,End of Life,Q4'07,45 nm,$969.00 ,4,NA,3.00 GHz,80 W,,67°C
Embedded,Launched,Q1'08,45 nm,$649.00 ,2,NA,3.00 GHz,65 W,,66°C
Server,End of Life,Q3'06,65 nm,N/A,2,NA,2.16 GHz,31 W,,100°C
Server,End of Interactive Support,,90 nm,N/A,1,NA,3.20 GHz,110 W,,72°C
Server,End of Interactive Support,,130 nm,"$3,587.00 ",1,NA,2.00 GHz,57 W,,69°C
Server,End of Life,Q1'10,32 nm,$996.00 - $999.00,6,12,2.66 GHz,95 W,32 GB/s,81.3°C
Server,Launched,Q1'09,45 nm,N/A,4,8,2.40 GHz,80 W,25.6 GB/s,76°C
Server,End of Life,Q4'07,45 nm,N/A,4,NA,2.80 GHz,80 W,,67°C
Server,End of Life,Q2'04,90 nm,N/A,1,NA,3.20 GHz,103 W,,72°C
Server,End of Interactive Support,,130 nm,N/A,1,NA,3.20 GHz,92 W,,71°C
Server,End of Interactive Support,,180 nm,N/A,1,NA,2.00 GHz,77.5 W,,78°C
Server,End of Life,Q1'06,65 nm,N/A,2,NA,2.00 GHz,31 W,,100°C
Server,End of Life,,65 nm,N/A,2,NA,1.60 GHz,65 W,,65°C
Server,End of Life,Q1'10,32 nm,$1219.00 - $1222.00,6,12,2.80 GHz,95 W,32 GB/s,81.3°C
Server,Launched,Q1'09,45 nm,$940.00 ,4,8,2.53 GHz,80 W,25.6 GB/s,76°C
Server,End of Life,Q4'07,45 nm,N/A,4,NA,3.00 GHz,80 W,,67°C
Server,End of Interactive Support,,130 nm,$856.00 ,1,NA,2.00 GHz,57 W,,69°C
Server,End of Interactive Support,,130 nm,N/A,1,NA,3.20 GHz,92 W,,71°C
Server,End of Life,,65 nm,N/A,2,NA,1.86 GHz,65 W,,65°C
Server,End of Life,Q1'10,32 nm,"$1,440.00 ",4,8,3.06 GHz,95 W,32 GB/s,82.9°C
Server,End of Interactive Support,,,N/A,1,NA,600 MHz,,,
Server,Launched,Q1'09,45 nm,N/A,4,4,2.13 GHz,60 W,19.2 GB/s,70°C
Server,End of Life,Q1'09,45 nm,$340.00 ,4,NA,2.83 GHz,65 W,,76.25°C
Server,Launched,Q3'08,45 nm,N/A,2,NA,1.86 GHz,20 W,,75°C
Embedded,Launched,Q1'08,45 nm,$494.00 ,4,NA,2.13 GHz,40 W,,72°C
Server,End of Life,Q4'06,65 nm,N/A,4,NA,1.60 GHz,80 W,,66°C
Server,End of Interactive Support,,130 nm,"$1,850.00 ",1,NA,1.90 GHz,55 W,,68°C
Server,End of Life,,130 nm,N/A,1,NA,3.06 GHz,85 W,,73°C
Server,End of Life,Q1'06,65 nm,N/A,2,NA,1.66 GHz,31 W,,100°C
Server,Launched,Q2'06,65 nm,N/A,2,NA,2.00 GHz,65 W,,65°C
Server,End of Life,,90 nm,N/A,2,NA,2.80 GHz,135 W,,72°C
Server,End of Life,,90 nm,N/A,1,NA,3.00 GHz,110 W,,72°C
Server,End of Life,Q1'10,32 nm,$1440.00 - $1443.00,6,12,2.93 GHz,95 W,32 GB/s,81.3°C
Embedded,Launched,Q1'09,45 nm,$403.00 ,2,4,2.00 GHz,38 W,25.6 GB/s,85°C
Server,End of Life,Q1'08,45 nm,N/A,4,NA,2.50 GHz,95 W,,71.4°C
Server,Launched,Q1'08,45 nm,$351.00 - $393.00,4,NA,2.33 GHz,50 W,,57°C
Server,End of Life,Q4'06,65 nm,N/A,4,NA,1.86 GHz,80 W,,66°C
Server,End of Interactive Support,,,N/A,1,NA,900 MHz,,,
Server,End of Life,,65 nm,N/A,2,NA,2.60 GHz,95 W,,60°C
Server,End of Interactive Support,,130 nm,N/A,1,NA,3.06 GHz,87 W,,70°C
Server,Launched,,130 nm,N/A,1,NA,1.80 GHz,55 W,,69°C
Server,Launched,Q2'06,65 nm,$478.00 ,2,NA,2.33 GHz,65 W,,65°C
Server,End of Life,,65 nm,N/A,2,NA,1.86 GHz,65 W,,61.4°C
Server,End of Life,,90 nm,N/A,1,NA,3.00 GHz,103 W,,72°C
Server,End of Life,Q1'11,32 nm,N/A,4,8,3.20 GHz,95 W,32 GB/s,82.9°C
Server,End of Life,Q1'10,45 nm,N/A,4,8,1.87 GHz,95 W,,70°C
Server,End of Life,Q1'10,32 nm,$201.00 ,2,4,2.26 GHz,30 W,17 GB/s,53.9°C
Embedded,Launched,Q1'09,45 nm,$504.00 ,4,8,2.13 GHz,60 W,25.6 GB/s,85°C
Server,End of Life,Q3'08,45 nm,"$1,223.00 ",4,NA,2.13 GHz,90 W,,68°C
Embedded,Launched,Q1'08,45 nm,$560.00 ,2,NA,2.66 GHz,35 W,,71°C
Server,End of Life,Q1'08,45 nm,$413.00 ,4,NA,2.50 GHz,50 W,,57°C
Server,End of Life,Q1'07,65 nm,N/A,4,NA,2.00 GHz,80 W,,66°C
Server,Launched,,90 nm,N/A,1,NA,3.00 GHz,55 W,,86°C
