Vertical Segment,Status,Launch Date,Lithography,Recommended Customer Price,total Cores,total Threads,Processor Base Frequency,TDP,Max Memory Bandwidth,T
Mobile,End of Interactive Support,Q3'10,32 nm,N/A,2,2,2.13 GHz,35 W,17.1 GB/s,90°C
Mobile,End of Interactive Support,,,N/A,1,NA,800 MHz,9.8 W,,100°C
Mobile,End of Interactive Support,,,N/A,1,NA,266 MHz,10.3 W,,72°C
Desktop,End of Interactive Support,,,N/A,1,NA,166 MHz,13.1 W,,65°C
Desktop,End of Interactive Support,,,N/A,1,NA,90 MHz,,,
Desktop,End of Interactive Support,,,N/A,1,NA,200 MHz,35 W,,85°C
Desktop,End of Interactive Support,,,N/A,1,NA,450 MHz,27.1 W,,90°C
Desktop,End of Interactive Support,,,N/A,1,NA,300 MHz,21.5 W,,75°C
Desktop,End of Interactive Support,Q1'10,32 nm,$77.00 - $96.00,2,2,2.80 GHz,73 W,17 GB/s,72.6°C
Desktop,End of Interactive Support,Q1'08,45 nm,$68.00 - $75.00,2,NA,2.93 GHz,65 W,,74.1°C
Desktop,End of Interactive Support,Q1'09,45 nm,$67.00 ,2,NA,2.70 GHz,65 W,,74.1°C
Mobile,End of Interactive Support,,45 nm,N/A,2,NA,2.10 GHz,35 W,,105°C 
Desktop,End of Interactive Support,Q3'07,65 nm,N/A,2,NA,2.00 GHz,65 W,,73.3°C
Desktop,End of Interactive Support,,90 nm,N/A,1,NA,2.80 GHz,84 W,,67.7°C
Mobile,End of Interactive Support,Q2'07,65 nm,N/A,2,NA,1.86 GHz,31 W,,100°C
Mobile,End of Interactive Support,,90 nm,N/A,1,NA,1.50 GHz,7.5 W,,100°C
Mobile,End of Interactive Support,Q2'03,130 nm,N/A,1,NA,1.60 GHz,24.5 W,,100°C
Desktop,End of Interactive Support,,130 nm,N/A,1,NA,1.20 GHz,29.9 W,,69°C
Desktop,End of Interactive Support,Q3'06,65 nm,$74.00 ,2,NA,3.00 GHz,95 W,,63.4°C
Desktop,End of Interactive Support,Q2'05,90 nm,$316.00 ,2,NA,3.00 GHz,130 W,,69.8°C
Desktop,End of Interactive Support,Q1'05,90 nm,N/A,1,NA,3.20 GHz,84 W,,66.6°C
Desktop,End of Interactive Support,Q2'05,90 nm,N/A,1,NA,2.66 GHz,84 W,,67.7°C
Desktop,End of Interactive Support,Q1'02,130 nm,N/A,1,NA,2.40 GHz,59.8 W,,71°C
Desktop,End of Interactive Support,,180 nm,N/A,1,NA,1.50 GHz,57.8 W,,73°C
Mobile,End of Interactive Support,,180 nm,N/A,1,NA,500 MHz,16.8 W,,100°C
Mobile,End of Interactive Support,,130 nm,N/A,1,NA,1.13 GHz,21.8 W,,100°C
Mobile,End of Interactive Support,,130 nm,N/A,1,NA,2.66 GHz,66.1 W,,"74°C,100°C"
Mobile,End of Interactive Support,,130 nm,N/A,1,NA,2.60 GHz,35 W,,100°C
Mobile,End of Interactive Support,,90 nm,N/A,1,NA,3.20 GHz,88 W,,75°C
Mobile,Launched,Q3'12,32 nm,N/A,2,2,1.50 GHz,17 W,21.3 GB/s,100C
Mobile,End of Interactive Support,Q3'10,32 nm,N/A,2,2,2.00 GHz,35 W,17.1 GB/s,90°C
Mobile,End of Interactive Support,Q1'11,32 nm,N/A,2,2,1.33 GHz,18 W,12.8 GB/s,105°C
Desktop,End of Interactive Support,,,N/A,1,NA,150 MHz,,,
Desktop,End of Interactive Support,,,N/A,1,NA,150 MHz,,,
Desktop,End of Interactive Support,,,N/A,1,NA,75 MHz,,,
Desktop,End of Interactive Support,,,N/A,1,NA,200 MHz,44 W,,80°C
Desktop,End of Interactive Support,,,N/A,1,NA,180 MHz,31.7 W,,85°C
Desktop,End of Interactive Support,,,N/A,1,NA,400 MHz,24.3 W,,80°C
Desktop,End of Interactive Support,,,N/A,1,NA,266 MHz,16.8 W,,65°C
Mobile,End of Interactive Support,,,N/A,1,NA,266 MHz,10.3 W,,
Desktop,End of Interactive Support,Q3'11,32 nm,N/A,2,2,2.80 GHz,73 W,17 GB/s,72.6°C
Mobile,End of Interactive Support,Q4'08,65 nm,N/A,2,NA,2.16 GHz,35 W,,100°C
Desktop,End of Interactive Support,Q1'08,45 nm,$62.00 - $72.00,2,NA,2.60 GHz,65 W,,74.1°C
Mobile,End of Interactive Support,Q2'07,65 nm,N/A,2,NA,1.73 GHz,31 W,,100°C
Desktop,End of Interactive Support,Q3'06,65 nm,N/A,2,NA,1.80 GHz,65 W,,73.3°C
Desktop,End of Interactive Support,Q1'06,65 nm,$999.00 ,2,NA,3.73 GHz,130 W,,68.6°C
Mobile,End of Interactive Support,,130 nm,N/A,1,NA,1.70 GHz,24.5 W,,100°C
Desktop,End of Interactive Support,,130 nm,N/A,1,NA,1.13 GHz,29.1 W,,69°C
Desktop,End of Interactive Support,,180 nm,N/A,1,NA,1.10 GHz,33 W,,77°C
Desktop,End of Interactive Support,Q1'06,65 nm,N/A,2,NA,2.80 GHz,95 W,,63.4°C
Desktop,End of Interactive Support,Q2'05,90 nm,$74.00 ,2,NA,2.80 GHz,95 W,,64.1°C
Desktop,End of Interactive Support,,130 nm,N/A,1,NA,2.60 GHz,69 W,,75°C
Desktop,End of Interactive Support,Q4'04,90 nm,N/A,1,NA,3.73 GHz,115 W,,70.8°C
Desktop,End of Interactive Support,,130 nm,N/A,1,NA,3.40 GHz,102.9 W,,67°C
Desktop,End of Interactive Support,Q1'06,65 nm,N/A,1,NA,3.00 GHz,86 W,,B1+C1=69.2°C. D0=64.1°C 
Desktop,End of Interactive Support,Q2'04,90 nm,N/A,1,NA,2.80 GHz,84 W,,67.7°C
Desktop,End of Interactive Support,Q1'05,90 nm,N/A,1,NA,2.66 GHz,84 W,,67.7°C
Desktop,End of Interactive Support,,90 nm,N/A,1,NA,2.40 GHz,89 W,,69.1°C
Desktop,End of Interactive Support,,180 nm,N/A,1,NA,1.40 GHz,54.7 W,,72°C
Mobile,End of Interactive Support,,180 nm,N/A,1,NA,450 MHz,15.5 W,,100°C
Mobile,End of Interactive Support,,130 nm,N/A,1,NA,1.06 GHz,21 W,,100°C
Mobile,End of Interactive Support,,90 nm,N/A,1,NA,3.06 GHz,88 W,,75°C
Mobile,Launched,Q3'12,32 nm,N/A,2,2,1.60 GHz,17 W,21.3 GB/s,100C
Mobile,End of Interactive Support,,,N/A,1,NA,1.06 GHz,21 W,,100°C
Mobile,End of Interactive Support,,,N/A,1,NA,233 MHz,9 W,,
Desktop,End of Interactive Support,,,N/A,1,NA,133 MHz,,,
Desktop,End of Interactive Support,,,N/A,1,NA,120 MHz,,,
Desktop,End of Interactive Support,,,N/A,1,NA,100 MHz,,,
Desktop,End of Interactive Support,,,N/A,1,NA,166 MHz,35 W,,85°C
Desktop,End of Interactive Support,,,N/A,1,NA,150 MHz,31.7 W,,85°C
Desktop,End of Interactive Support,,,N/A,1,NA,350 MHz,21.5 W,,80°C
Desktop,End of Interactive Support,,,N/A,1,NA,233 MHz,34.8 W,,75°C
Mobile,End of Interactive Support,Q2'10,32 nm,N/A,2,2,1.20 GHz,18 W,12.8 GB/s,105°C 
Mobile,End of Interactive Support,Q2'10,32 nm,N/A,2,2,1.86 GHz,35 W,17.1 GB/s,90°C
Desktop,End of Interactive Support,Q2'09,45 nm,$77.00 ,2,NA,2.80 GHz,65 W,,74.1°C
Mobile,End of Interactive Support,Q1'09,45 nm,N/A,2,NA,2.00 GHz,35 W,,105°C
Desktop,End of Interactive Support,Q3'08,45 nm,$72.00 ,2,NA,2.50 GHz,65 W,,74.1°C
Mobile,End of Interactive Support,,65 nm,N/A,2,NA,2.00 GHz,35 W,,100°C 
Desktop,End of Interactive Support,,130 nm,N/A,1,NA,3.00 GHz,81.9 W,,70°C
Desktop,End of Interactive Support,Q2'07,65 nm,N/A,2,NA,1.60 GHz,65 W,,L2=61.4°C; G0+M0=73.3°C
Mobile,End of Interactive Support,Q1'07,65 nm,N/A,2,NA,1.60 GHz,31 W,,100°C
Desktop,End of Interactive Support,Q1'06,65 nm,$999.00 ,2,NA,3.46 GHz,130 W,,68.6°C
Desktop,End of Interactive Support,Q2'05,90 nm,N/A,2,NA,3.20 GHz,130 W,,69.8°C
Mobile,End of Interactive Support,,130 nm,N/A,1,NA,1.50 GHz,24.5 W,, 100°C
Desktop,End of Interactive Support,Q1'00,180 nm,N/A,1,NA,1.00 GHz,29 W,,75°C
Desktop,End of Interactive Support,Q1'00,180 nm,N/A,1,NA,1.00 GHz,29 W,,75°C
Desktop,End of Interactive Support,Q3'06,65 nm,$74.00 ,2,NA,2.80 GHz,95 W,,63.4°C
Desktop,End of Interactive Support,Q1'05,90 nm,$93.00 ,2,NA,2.66 GHz,95 W,,64.1°C
Desktop,End of Interactive Support,,130 nm,N/A,1,NA,3.06 GHz,81.8 W,,69°C
Desktop,End of Interactive Support,,130 nm,N/A,1,NA,2.40 GHz,66.2 W,,74°C
Desktop,End of Interactive Support,Q4'04,130 nm,N/A,1,NA,3.46 GHz,110.7 W,,66°C
Desktop,End of Interactive Support,,130 nm,N/A,1,NA,3.20 GHz,92.1 W,,64°C
Desktop,End of Interactive Support,Q4'05,90 nm,N/A,1,NA,3.00 GHz,84 W,,66.6°C
Desktop,End of Interactive Support,,90 nm,N/A,1,NA,2.80 GHz,84 W,,67.7°C
Desktop,End of Interactive Support,Q3'05,90 nm,N/A,1,NA,2.93 GHz,84 W,,67.7°C
Desktop,End of Interactive Support,,90 nm,N/A,1,NA,2.66 GHz,84 W,,67.7°C
Desktop,End of Interactive Support,,130 nm,N/A,1,NA,2.26 GHz,58 W,,70°C
Desktop,End of Interactive Support,,180 nm,N/A,1,NA,1.30 GHz,51.6 W,,70°C
Mobile,End of Interactive Support,,180 nm,N/A,1,NA,1.00 GHz,34 W,,100°C
Mobile,End of Interactive Support,,130 nm,N/A,1,NA,1.00 GHz,20.5 W,,100°C
Mobile,End of Interactive Support,,130 nm,N/A,1,NA,2.40 GHz,59.8 W,,71°C
Desktop,Launched,Q1'13,22 nm,$42.00 ,2,2,2.30 GHz,35 W,21 GB/s,
Desktop,Launched,Q1'13,22 nm,$40.00 - $42.00,2,2,2.70 GHz,55 W,21 GB/s,
Desktop,Launched,Q3'13,22 nm,$42.00 ,2,2,2.40 GHz,35 W,21 GB/s,
Desktop,Launched,Q1'14,22 nm,$42.00 ,2,2,2.70 GHz,53 W,21.3 GB/s,72°C
Desktop,End of Life,Q3'13,22 nm,$52.00 ,2,2,2.80 GHz,55 W,21 GB/s,
Desktop,End of Life,Q1'14,22 nm,$42.00 ,2,2,2.40 GHz,35 W,21.3 GB/s,66.4°C
Embedded,Launched,Q1'14,22 nm,$42.00 ,2,2,2.20 GHz,35 W,21.3 GB/s,
Desktop,End of Life,Q1'14,22 nm,$52.00 ,2,2,2.80 GHz,53 W,21.3 GB/s,72°C
Desktop,End of Life,Q2'14,22 nm,$42.00 ,2,2,2.80 GHz,53 W,21.3 GB/s,72°C
Desktop,End of Life,Q2'14,22 nm,$42.00 ,2,2,2.50 GHz,35 W,21.3 GB/s,66.4°C 
Desktop,End of Life,Q2'14,22 nm,$52.00 ,2,2,2.90 GHz,53 W,21.3 GB/s,72°C
Desktop,Launched,Q4'15,14 nm,$42.00 ,2,2,2.80 GHz,51 W,34.1 GB/s,
Desktop,Launched,Q4'15,14 nm,N/A,2,2,2.60 GHz,35 W,34.1 GB/s,
Embedded,Launched,Q1'16,14 nm,$107.00 ,2,2,2.40 GHz,35 W,34.1 GB/s,100°C
Embedded,Launched,Q4'15,14 nm,$42.00 ,2,2,2.30 GHz,35 W,34.1 GB/s,
Desktop,Launched,Q4'15,14 nm,$52.00 ,2,2,2.90 GHz,51 W,34.1 GB/s,
Embedded,Launched,Q1'16,14 nm,$107.00 ,2,2,1.60 GHz,25 W,34.1 GB/s,100°C
Desktop,Launched,Q1'17,14 nm,$42.00 ,2,2,2.90 GHz,51 W,,100°C
Desktop,Launched,Q2'17,,$42.00 ,2,2,2.90 GHz,54 W,,100°C
Desktop,Launched,Q1'17,14 nm,$42.00 ,2,2,2.70 GHz,35 W,,92°C
Desktop,Launched,Q2'17,,$42.00 ,2,2,2.70 GHz,35 W,,88°C
Desktop,Launched,Q1'17,14 nm,$52.00 ,2,2,3.00 GHz,51 W,,100°C
Desktop,Launched,Q4'13,22 nm,$72.00 ,2,2,2.41 GHz,10 W,,  105°C 
Desktop,Launched,Q4'13,22 nm,$82.00 ,4,4,2.00 GHz,10 W,,  105°C 
Desktop,Launched,Q3'13,22 nm,N/A,4,4,2.00 GHz,10 W,,100°C 
Desktop,Launched,Q1'16,14 nm,$107.00 ,2,2,1.60 GHz,6 W,,90°C 
Desktop,Launched,Q1'16,14 nm,N/A,4,4,1.60 GHz,6 W,,90°C 
Desktop,Launched,Q3'16,14 nm,$107.00 ,2,2,2.00 GHz,10 W,,105°C 
Desktop,Launched,Q3'16,14 nm,$107.00 ,4,4,1.50 GHz,10 W,,105°C 
Mobile,Launched,Q4'13,22 nm,$107.00 ,2,2,1.60 GHz,4.5 W,,105°C
Mobile,Launched,Q1'14,22 nm,$107.00 ,2,2,1.58 GHz,4.3 W,,105°C 
Mobile,Launched,Q3'14,22 nm,$107.00 ,2,2,1.58 GHz,4.5 W,10.66 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,N/A,2,2,2.00 GHz,7.5 W,,100°C
Mobile,Launched,Q4'13,22 nm,N/A,2,2,1.86 GHz,7.5 W,,105°C
Mobile,Launched,Q4'13,22 nm,N/A,2,2,2.13 GHz,7.5 W,,105°C
Mobile,Launched,Q1'14,22 nm,$107.00 ,2,2,2.16 GHz,7.5 W,,100°C
Mobile,Launched,Q3'14,22 nm,$107.00 ,2,2,2.16 GHz,7.5 W,21.32 GB/s,100°C
Mobile,Launched,Q3'13,22 nm,N/A,4,4,1.60 GHz,7.5 W,,100°C
Mobile,End of Life,Q4'13,22 nm,N/A,4,4,1.86 GHz,7.5 W,,105°C
Mobile,Launched,Q1'14,22 nm,$107.00 ,4,4,1.83 GHz,7.5 W,,100°C
Mobile,Launched,Q3'14,22 nm,$107.00 ,4,4,1.83 GHz,7.5 W,21.32 GB/s,100°C
Mobile,Launched,Q3'16,14 nm,$107.00 ,4,4,1.10 GHz,6 W,,105°C
Mobile,Launched,Q3'16,14 nm,$107.00 ,2,2,1.10 GHz,6 W,,105°C
Mobile,Launched,Q1'16,14 nm,$107.00 ,4,4,1.60 GHz,6 W,,90°C 
Mobile,Launched,Q1'15,14 nm,$107.00 ,4,4,1.60 GHz,6 W,,90°C 
Mobile,Launched,Q1'16,14 nm,$107.00 ,2,2,1.60 GHz,6 W,,90°C 
Mobile,Launched,Q1'15,14 nm,$107.00 ,2,2,1.60 GHz,6 W,,90°C 
Mobile,Launched,Q1'16,14 nm,$107.00 ,2,2,1.04 GHz,4 W,,90°C 
Mobile,Launched,Q1'15,14 nm,$107.00 ,2,2,1.04 GHz,4 W,,90°C 
Mobile,Launched,Q2'15,14 nm,$107.00 ,2,2,1.70 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,Q1'15,14 nm,$107.00 ,2,2,1.70 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,Q2'15,14 nm,$107.00 ,2,2,1.90 GHz,15 W,25.6 GB/s,105°C
Mobile,Launched,Q4'15,14 nm,$107.00 ,2,2,1.60 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q4'15,14 nm,$107.00 ,2,2,2.00 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$107.00 ,2,2,1.80 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q2'17,14 nm,N/A,2,2,1.50 GHz,6 W,29.8 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$107.00 ,2,2,2.20 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q3'16,14 nm,$281.00 ,2,4,1.20 GHz,4.5 W,29.8 GB/s,100°C
Mobile,Launched,Q3'16,14 nm,$281.00 ,2,4,2.50 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$304.00 ,2,4,2.20 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,N/A,2,4,3.10 GHz,28 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,N/A,2,4,3.30 GHz,28 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$250.00 ,4,4,2.50 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$281.00 ,2,4,2.60 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$304.00 ,2,4,2.30 GHz,15 W,34.1 GB/s,100°C
Desktop,Launched,Q1'17,14 nm,$182.00 ,4,4,3.00 GHz,65 W,,100°C
Desktop,Launched,Q1'17,14 nm,$182.00 - $187.00,4,4,2.40 GHz,35 W,,80°C
Embedded,Launched,Q1'17,14 nm,$250.00 ,4,4,2.90 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,N/A,4,4,2.80 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,Q1'17,14 nm,$250.00 ,4,4,2.10 GHz,25 W,34.1 GB/s,100°C
Desktop,Launched,Q1'17,14 nm,$192.00 - $202.00,4,4,2.70 GHz,35 W,,80°C
Desktop,Launched,Q1'17,14 nm,$192.00 - $202.00,4,4,3.40 GHz,65 W,,100°C
Desktop,Launched,Q1'17,14 nm,$213.00 - $224.00,4,4,3.50 GHz,65 W,,100°C
Desktop,Launched,Q1'17,14 nm,$213.00 - $224.00,4,4,2.80 GHz,35 W,,80°C
Desktop,Launched,Q1'17,14 nm,$242.00 - $243.00,4,4,3.80 GHz,91 W,,100°C
Mobile,Launched,Q2'12,22 nm,"$1,096.00 ",4,8,2.90 GHz,55 W,25.6 GB/s,105 C
Desktop,End of Life,Q4'11,32 nm,$594.00 ,6,12,3.20 GHz,130 W,51.2 GB/s,66.8°C 
Mobile,Launched,Q3'12,22 nm,"$1,096.00 ",4,8,3.00 GHz,55 W,25.6 GB/s,105 C
Desktop,End of Life,Q4'11,32 nm,"$1,059.00 ",6,12,3.30 GHz,130 W,51.2 GB/s,66.8°C
Desktop,End of Life,Q4'12,32 nm,"$1,059.00 ",6,12,3.50 GHz,150 W,51.2 GB/s,66.8°C
Desktop,End of Life,Q3'13,22 nm,$332.00 ,4,8,3.70 GHz,130 W,59.7 GB/s,66.8°C
Mobile,Launched,Q2'13,22 nm,N/A,4,8,3.00 GHz,57 W,25.6 GB/s,100°C
Desktop,End of Life,Q3'13,22 nm,$594.00 ,6,12,3.40 GHz,130 W,59.7 GB/s,66.8
Mobile,Launched,Q1'14,22 nm,N/A,4,8,3.10 GHz,57 W,25.6 GB/s,100°C
Desktop,End of Life,Q3'13,22 nm,"$1,059.00 ",6,12,3.60 GHz,130 W,59.7 GB/s,66.8°C
Desktop,Launched,Q3'14,22 nm,$389.00 - $396.00,6,12,3.30 GHz,140 W,68 GB/s,66.8
Desktop,Launched,Q3'14,22 nm,$583.00 - $594.00,6,12,3.50 GHz,140 W,68 GB/s,66.8
Desktop,Launched,Q3'14,22 nm,$999.00 - $1059.00,8,16,3.00 GHz,140 W,68 GB/s,66.8
Desktop,Launched,Q2'16,14 nm,$434.00 - $441.00,6,12,3.40 GHz,140 W,,
Desktop,Launched,Q2'16,14 nm,$617.00 - $628.00,6,12,3.60 GHz,140 W,,
Desktop,Launched,Q2'16,14 nm,$1089.00 - $1109.00,8,16,3.20 GHz,140 W,,
Desktop,Launched,Q2'16,14 nm,$1723.00 - $1743.00,10,20,3.00 GHz,140 W,,
Desktop,Launched,Q2'17,14 nm,$242.00 - $243.00,4,4,4.00 GHz,112 W,,100°C
Desktop,Launched,Q2'17,14 nm,$339.00 - $350.00,4,8,4.30 GHz,112 W,,100°C
Desktop,Launched,Q2'17,14 nm,$383.00 - $389.00,6,12,3.50 GHz,140 W,,100°C
Desktop,Launched,Q2'17,14 nm,$989.00 - $999.00,10,20,3.30 GHz,140 W,,95°C
Desktop,Launched,Q2'17,14 nm,$589.00 - $599.00,8,16,3.60 GHz,140 W,,99°C
Desktop,Launched,Q3'17,14 nm,$1189.00 - $1199.00,12,24,2.90 GHz,140 W,,95°C
Desktop,Announced,Q3'17,,N/A,14,28,3.10 GHz,165 W,,102°C
Desktop,Announced,Q3'17,,N/A,16,32,2.80 GHz,165 W,,98°C
Desktop,Announced,Q3'17,,N/A,18,36,2.60 GHz,165 W,,94°C
Mobile,Launched,Q3'17,14 nm,$409.00 ,4,8,1.90 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q3'17,14 nm,$297.00 ,4,8,1.70 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q3'16,14 nm,$393.00 ,2,4,2.70 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$415.00 ,2,4,2.40 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,N/A,2,4,3.50 GHz,28 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$393.00 ,2,4,2.80 GHz,15 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$415.00 ,2,4,2.50 GHz,15 W,34.1 GB/s,100°C
Desktop,Launched,Q1'17,14 nm,$303.00 - $312.00,4,8,2.90 GHz,35 W,,80°C
Desktop,Launched,Q1'17,14 nm,$339.00 - $350.00,4,8,4.20 GHz,91 W,,100°C
Desktop,Launched,Q1'17,14 nm,$303.00 - $312.00,4,8,3.60 GHz,65 W,,100°C
Mobile,Launched,Q1'17,14 nm,$378.00 ,4,8,2.80 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,Q1'17,14 nm,$378.00 ,4,8,3.00 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$378.00 ,4,8,2.90 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$378.00 ,4,8,2.90 GHz,45 W,34.1 GB/s,100°C
Mobile,Launched,Q1'17,14 nm,$568.00 ,4,8,3.10 GHz,45 W,34.1 GB/s,100°C
Embedded,Launched,Q3'15,,$2.54 ,1,1,32 MHz,,,
Embedded,Launched,Q2'14,32 nm,$12.85 ,1,1,400 MHz,2.2 W,1.6 GB/s,110°C
Mobile,End of Interactive Support,Q1'13,32 nm,N/A,1,2,,,6.4 GB/s,90
Embedded,Launched,Q3'15,,$2.54 ,1,1,33 MHz,0.025 W,,
Embedded,Launched,Q3'10,45 nm,$19.00 ,1,2,600 MHz,3.3 W,,90°C
Mobile,End of Interactive Support,Q2'12,32 nm,N/A,1,2,,,6.4 GB/s,90
Mobile,Launched,Q1'16,14 nm,$37.00 ,4,4,1.60 GHz,,25.6 GB/s,90°C
Mobile,Launched,Q4'11,32 nm,$42.00 ,2,4,1.60 GHz,3.5 W,,
Embedded,Launched,Q4'14,22 nm,$31.00 ,2,2,1.33 GHz,3 W,,-40°C to 110°C
Desktop,End of Interactive Support,Q3'11,32 nm,$42.00 ,2,2,1.86 GHz,10 W,6.4 GB/s,100 C
Embedded,Launched,Q3'17,22 nm,$39.00 ,2,2,1.50 GHz,7 W,,100C
Server,End of Life,,130 nm,N/A,1,NA,1.66 GHz,122 W,,83°C
Server,End of Life,,130 nm,N/A,1,NA,1.60 GHz,122 W,,83°C
Server,End of Life,,130 nm,N/A,1,NA,900 MHz,90 W,,85°C
Server,End of Life,,90 nm,N/A,2,NA,1.60 GHz,104 W,,74°C
Server,End of Life,Q4'07,90 nm,$696.00 ,1,NA,1.60 GHz,75 W,,76°C
Server,End of Life,Q1'10,65 nm,$946.00 ,2,4,1.60 GHz,130 W,,
Server,End of Life,Q1'10,65 nm,"$1,614.00 ",4,8,1.33 GHz,155 W,,
Server,End of Life,Q1'10,65 nm,"$2,059.00 ",4,8,1.46 GHz,155 W,,
Server,End of Life,Q1'10,65 nm,"$2,059.00 ",4,8,1.60 GHz,185 W,,
Server,End of Life,Q1'10,65 nm,"$3,838.00 ",4,8,1.73 GHz,185 W,,
Server,End of Life,Q4'07,90 nm,$910.00 ,2,NA,1.42 GHz,104 W,,76°C
Server,End of Life,Q4'07,90 nm,"$1,552.00 ",2,NA,1.66 GHz,104 W,,76°C
Server,End of Life,Q4'07,90 nm,"$1,980.00 ",2,NA,1.66 GHz,104 W,,76°C
Server,End of Life,Q4'07,90 nm,"$1,980.00 ",2,NA,1.60 GHz,104 W,,76°C
Server,End of Life,Q4'07,90 nm,"$3,692.00 ",2,NA,1.66 GHz,104 W,,76°C
Server,End of Life,Q4'07,90 nm,"$3,692.00 ",2,NA,1.60 GHz,104 W,,76°C
Server,End of Life,Q4'07,90 nm,N/A,2,NA,1.66 GHz,104 W,,76°C
Server,End of Life,Q1'07,90 nm,N/A,2,NA,1.40 GHz,104 W,,76°C
Server,End of Life,,90 nm,N/A,2,NA,1.42 GHz,104 W,,76°C
Server,End of Life,,90 nm,N/A,2,NA,1.60 GHz,104 W,,76°C
Server,End of Life,,90 nm,N/A,2,NA,1.60 GHz,104 W,,76°C
Server,End of Life,,90 nm,N/A,2,NA,1.60 GHz,104 W,,76°C
Server,End of Life,,130 nm,N/A,1,NA,1.00 GHz,100 W,,85°C
Server,End of Life,,130 nm,N/A,1,NA,1.30 GHz,97 W,,83°C
Server,End of Life,,130 nm,N/A,1,NA,1.40 GHz,91 W,,83°C
Server,End of Life,,130 nm,N/A,1,NA,1.50 GHz,107 W,,83°C
Server,End of Life,,130 nm,N/A,1,NA,1.50 GHz,107 W,,83°C
Server,End of Life,,130 nm,N/A,1,NA,1.60 GHz,122 W,,83°C
Server,End of Life,,130 nm,N/A,1,NA,1.66 GHz,122 W,,83°C
Server,Launched,Q3'13,22 nm,$43.00 ,2,2,1.70 GHz,6 W,10.7 GB/s,98°C 
Embedded,Launched,Q3'17,22 nm,$64.00 ,4,4,1.40 GHz,10 W,,100C
Server,Launched,Q3'13,22 nm,$70.00 ,4,4,1.70 GHz,9 W,21.3 GB/s,97°C
Server,Launched,Q3'13,22 nm,$86.00 ,4,4,2.40 GHz,14 W,25.6 GB/s,96°C 
Server,Launched,Q3'13,22 nm,$150.00 ,8,8,1.70 GHz,12 W,25.6 GB/s,97°C
Server,Launched,Q3'13,22 nm,$171.00 ,8,8,2.40 GHz,20 W,25.6 GB/s,97°C
Embedded,Launched,Q2'14,22 nm,$60.00 ,2,2,1.25 GHz,6 W,,100C
Embedded,Launched,Q3'13,22 nm,$60.00 ,2,2,1.70 GHz,7 W,,
Embedded,Launched,Q3'13,22 nm,$60.00 ,2,2,1.70 GHz,7 W,,
Embedded,Launched,Q2'14,22 nm,$98.00 ,4,4,1.25 GHz,9.5 W,,100C
Embedded,Launched,Q3'13,22 nm,$91.00 ,4,4,1.70 GHz,13 W,,
Embedded,Launched,Q3'13,22 nm,$104.00 ,4,4,2.40 GHz,15 W,,
Embedded,Launched,Q3'13,22 nm,$104.00 ,4,4,2.40 GHz,15 W,,
Embedded,Launched,Q3'13,22 nm,$182.00 ,8,8,2.00 GHz,18 W,,
Embedded,Launched,Q3'13,22 nm,$208.00 ,8,8,2.40 GHz,20 W,,
Embedded,Launched,Q3'13,22 nm,$208.00 ,8,8,2.40 GHz,20 W,,
Server,Launched,Q3'17,14 nm,$449.00 ,16,16,2.00 GHz,31 W,,"83°C,100°C"
Server,Launched,Q3'17,14 nm,$434.00 ,16,16,2.10 GHz,32 W,,"78°C,100°C"
Server,Launched,Q3'17,14 nm,$389.00 ,16,16,1.70 GHz,24 W,,"78°C,100°C"
Server,Launched,Q3'17,14 nm,$289.00 ,12,12,1.90 GHz,21.5 W,,"85°C,100°C"
Server,Launched,Q3'17,14 nm,$332.00 ,12,12,2.00 GHz,25 W,,"83°C,100°C"
